ID,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205,p206,p207,p208,p209,p210,p211,p212,p213,p214,p215,p216,p217,p218,p219,p220,p221,p222,p223,p224,p225,p226,p227,p228,p229,p230,p231,p232,p233,p234,p235,p236,p237,p238,p239,p240,p241,p242,p243,p244,p245,p246,p247,p248,p249,p250,p251,p252,p253,p254,p255,p256,p257,p258,p259,p260,p261,p262,p263,p264,p265,p266,p267,p268,p269,p270,p271,p272,p273,p274,p275,p276,p277,p278,p279,p280,p281,p282,p283,p284,p285,p286,p287,p288,p289,p290,p291,p292,p293,p294,p295,p296,p297,p298,p299,p300,p301,p302,p303,p304,p305,p306,p307,p308,p309,p310,p311,p312,p313,p314,p315,p316,p317,p318,p319,p320,p321,p322,p323,p324,p325,p326,p327,p328,p329,p330,p331,p332,p333,p334,p335,p336,p337,p338,p339,p340,p341,p342,p343,p344,p345,p346,p347,p348,p349,p350,p351,p352,p353,p354,p355,p356,p357,p358,p359,p360,p361,p362,p363,p364,p365
acemasiran--aranagme--curcuna--1--,340,340,340,340,340,340,340,340,340,340,340,340,340,340,349,349,336,336,336,336,336,327,327,327,327,327,327,327,336,336,336,336,327,327,318,318,318,313,313,318,318,318,318,318,318,318,318,318,313,313,313,318,318,327,327,313,313,318,318,318,327,327,336,336,327,327,327,318,318,340,340,349,349,358,358,358,358,358,349,349,340,340,340,336,336,340,340,340,340,340,234,234,340,340,340,340,336,336,336,327,327,327,327,336,336,336,336,336,327,327,318,318,318,318,318,327,327,327,327,318,318,318,309,309,309,309,305,305,305,305,305,327,327,327,327,327,327,327,305,305,309,309,318,318,318,327,327,327,327,318,318,318,309,309,305,305,305,305,296,296,296,296,296,296,296,305,305,305,305,305,296,296,287,287,283,283,283,287,287,287,287,234,234,234,340,340,340,340,340,340,340,340,340,340,340,340,340,349,349,349,336,336,336,336,327,327,327,327,327,327,327,336,336,336,336,336,327,327,318,318,313,313,313,318,318,318,318,318,318,318,318,318,313,313,318,318,327,327,327,313,313,318,318,327,327,327,336,336,327,327,318,318,318,340,340,349,349,358,358,358,358,358,349,349,340,340,336,336,336,340,340,340,340,234,234,340,340,340,340,340,336,336,327,327,327,327,327,336,336,336,336,336,327,327,318,318,318,318,327,327,327,327,327,318,318,309,309,309,309,309,305,305,305,305,327,327,327,327,327,327,327,305,305,305,309,309,318,318,327,327,327,327,327,318,318,309,309,305,305,305,305,305,296,296,296,296,296,296,296,305,305,305,305,305,296,296,287,287,283,283,287,287,287,287,287
acemasiran--aranagme--semai--1--,340,340,340,340,358,358,358,358,349,349,349,340,340,340,340,336,336,336,336,327,327,327,327,318,318,318,318,358,358,358,349,349,349,349,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,336,336,336,336,327,327,327,327,318,318,318,318,309,309,309,309,305,305,305,296,296,296,296,318,318,309,309,305,305,296,296,287,287,296,305,309,318,336,340,340,340,340,340,340,340,340,358,358,358,358,349,349,349,349,340,340,340,336,336,336,336,327,327,327,327,318,318,318,318,358,358,358,358,349,349,349,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,336,336,336,327,327,327,327,318,318,318,318,309,309,309,309,305,305,305,305,296,296,296,318,318,309,309,305,305,296,296,287,287,287,287,287,287,287,287,287,287,287,287,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,327,327,327,327,336,336,336,336,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,336,336,336,336,340,340,340,340,349,349,349,344,344,344,344,349,349,349,349,371,371,371,371,367,367,367,367,380,380,380,371,371,371,371,371,371,371,371,371,371,371,371,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,327,327,327,327,336,336,336,336,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,336,336,336,336,327,327,327,327,318,318,318,318,309,309,309,305,305,305,305,296,296,296,296,318,318,309,309,305,305,296,296,287,287,287,287,287,287,287,287,287,287,287
acemasiran--aranagme--senginsemai--1--,318,318,318,318,318,340,340,340,340,340,336,336,336,340,340,349,349,349,349,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,336,336,327,327,318,318,318,318,318,327,318,309,305,305,305,305,296,287,287,287,287,287,287,287,287,234,234,287,287,287,287,287,296,296,296,305,305,305,309,318,327,336,336,340,349,358,371,371,362,362,362,362,362,362,362,358,358,358,380,380,371,362,362,358,358,349,340,340,336,336,327,327,318,336,340,340,349,336,340,340,340,340,340,340,340,340,340,340,340,349,349,349,349,349,331,327,327,318,318,340,340,340,340,340,327,327,318,309,309,327,327,327,327,327,309,309,305,296,296,349,349,340,340,331,327,327,318,318,309,305,305,296,296,287,283,283,287,296,283,283,287,287,287,287,287,287,287,234,234,234,318,318,318,318,318,340,340,340,340,340,336,336,336,340,340,349,349,349,349,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,336,336,327,327,318,318,318,318,318,327,318,309,305,305,309,305,296,287,287,287,287,287,287,287,287,234,234,287,287,287,287,287,296,296,296,305,305,309,309,318,327,336,340,340,349,358,371,362,362,362,362,362,362,362,362,358,358,358,380,371,371,362,362,358,349,349,340,340,336,336,327,318,318,336,340,340,349,336,340,340,340,340,340,340,340,340,340,340,349,349,349,349,349,331,331,327,327,318,318,340,340,340,340,340,327,318,318,309,309,327,327,327,327,327,309,309,305,296,296,349,349,340,331,331,327,327,318,309,309,305,305,296,296,287,283,283,287,296,283,287,287,287,287,287,287,287,287
acemasiran--aranagme--sofyan--1--,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,349,349,336,336,336,287,287,336,336,340,327,327,327,327,327,327,327,327,336,318,318,318,287,287,287,287,287,287,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,327,336,336,327,327,327,287,287,287,318,327,327,318,318,318,318,318,305,305,309,305,305,305,358,358,358,358,358,358,349,349,349,349,349,349,340,340,340,340,340,340,362,362,362,362,362,362,358,358,358,358,358,358,349,349,349,349,349,349,340,340,340,340,340,340,336,336,336,336,336,358,358,358,358,358,358,358,358,358,358,358,358,349,349,349,349,349,349,349,349,349,349,349,349,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,287,287,287,287,287,287,287,287,287,287,287,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,349,336,336,336,287,287,287,336,340,340,327,327,327,327,327,327,327,336,336,318,318,318,287,287,287,287,287,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,327,327,336,327,327,327,287,287,287,318,327,327,318,318,318,318,318,318,305,309,309,305,305,305,358,358,358,358,358,358,349,349,349,349,349,340,340,340,340,340,340,362,362,362,362,362,362,358,358,358,358,358,358,349,349,349,349,349,349,340,340,340,340,340,340,336,336,336,336,336,336,358,358,358,358,358,358,358,358,358,358,358,358,349,349,349,349,349,349,349,349,349,349,349,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
acemasiran--aranagme--yuruksemai--1--,287,287,287,287,305,305,305,305,318,318,318,318,340,340,340,340,349,349,349,353,353,353,353,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,234,234,234,234,287,287,287,305,305,305,305,318,318,318,318,336,336,336,336,340,340,340,340,344,344,344,344,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,234,234,234,234,349,349,358,358,349,349,358,358,340,340,340,340,340,340,349,349,340,340,349,349,336,336,336,327,327,327,327,336,336,336,336,336,336,327,327,336,336,327,327,318,318,318,318,318,318,318,318,305,305,305,305,309,309,309,309,318,318,318,305,305,305,305,305,305,305,305,296,296,296,296,287,287,287,287,305,305,305,305,318,318,318,318,287,287,287,287,234,234,234,234,234,234,234,287,287,287,287,305,305,305,305,318,318,318,318,340,340,340,340,349,349,349,349,353,353,353,353,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,234,234,234,234,287,287,287,287,305,305,305,305,318,318,318,318,336,336,336,336,340,340,340,344,344,344,344,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,234,234,234,234,349,349,358,349,349,358,358,340,340,340,340,340,340,349,349,340,340,349,349,336,336,336,336,327,327,327,327,336,336,336,336,336,336,327,327,336,327,327,318,318,318,318,318,318,318,318,305,305,305,305,309,309,309,309,318,318,318,318,305,305,305,305,305,305,305,305,296,296,296,287,287,287,287,305,305,305,305,318,318,318,318,287,287,287,287
acemasiran--beste--devrikebir--ber_kusa-yi--basmaci_abdi_efendi,340,340,340,340,234,318,327,327,336,340,358,349,340,336,340,234,340,340,340,234,336,327,336,318,340,327,327,318,313,318,234,327,327,322,322,327,336,336,349,340,327,327,327,349,340,234,336,349,349,358,340,358,362,349,340,340,336,340,340,234,318,340,340,336,349,340,340,234,340,340,340,340,340,336,336,327,234,327,349,349,358,340,349,336,327,327,327,327,344,327,318,318,234,336,336,318,318,336,327,327,318,318,327,313,305,305,327,234,309,309,296,287,305,305,305,287,274,283,287,287,287,234,349,358,358,358,358,358,358,362,349,349,349,371,371,358,358,371,362,358,349,340,354,354,349,354,340,354,349,340,340,340,234,336,340,354,340,340,354,349,340,340,336,323,318,318,318,318,234,318,336,349,340,354,340,336,323,318,336,309,318,318,318,234,318,349,349,349,349,349,234,340,340,354,354,349,354,336,340,234,340,354,349,354,349,354,340,349,336,323,318,313,313,318,234,323,323,313,234,318,340,336,327,318,234,305,296,309,305,234,305,305,309,296,287,305,296,296,287,283,283,287,287,234,340,340,340,340,336,318,318,318,327,340,349,349,336,336,340,234,234,340,340,336,336,327,336,327,327,336,327,313,313,318,318,234,336,327,322,327,336,340,327,340,336,327,327,358,336,340,234,340,358,358,340,358,358,358,340,327,336,340,340,340,234,318,340,340,340,336,340,234,336,340,340,340,340,336,340,327,234,327,349,349,340,349,336,340,327,327,336,318,318,332,318,318,234,327,327,327,318,318,327,327,313,313,336,318,305,305,327,234,305,305,305,287,305,305,309,296,283,287,287,287,287
acemasiran--beste--zencir--hayatin_cumleye--dellalzade_haci_ismail_efendi,318,349,340,340,318,309,305,305,305,274,305,358,358,349,349,349,336,349,336,340,340,274,318,318,327,314,327,327,340,274,340,358,340,371,362,340,358,340,349,340,274,318,305,287,340,380,371,358,358,362,371,340,340,349,340,336,349,327,327,327,336,340,341,349,274,336,327,318,314,318,318,340,336,327,274,327,331,327,327,309,309,274,309,305,305,318,318,327,327,340,327,327,349,336,327,327,274,358,358,340,349,274,340,358,362,349,318,349,340,340,340,340,336,327,327,318,332,332,318,318,305,318,349,340,331,318,296,305,296,296,309,318,309,305,305,296,283,287,287,287,358,340,340,340,274,318,349,336,340,318,309,305,305,305,274,305,358,358,358,340,349,340,349,336,340,340,274,318,318,318,318,327,336,340,274,340,358,340,327,371,340,358,340,349,340,274,318,305,287,340,340,371,358,349,362,371,274,340,349,274,336,336,336,327,327,336,340,341,349,274,336,327,318,327,318,274,340,336,322,274,327,340,327,327,318,309,274,318,305,305,309,318,327,336,340,327,274,349,340,327,327,274,349,358,340,349,274,340,349,362,358,327,349,340,340,340,340,336,327,327,318,274,332,318,309,305,318,340,349,331,318,305,305,274,296,309,327,309,305,287,296,287,283,287,287,358,340,340,340,274,349,358,358,358,274,349,358,358,358,358,340,358,358,358,358,371,358,358,358,358,358,362,358,349,349,349,340,349,274,362,349,340,274,340,349,340,340,336,327,340,318,318,327,305,318,305,274,305,318,318,309,305,327,309,305,296,287,287,305,296,283,287,296,305,274,318,318,340,336,327,327,340,336,327,327
acemasiran--fantezi--yuruksemai_ii--ey_benim--resat_erer,287,287,300,318,318,340,340,358,340,327,340,371,371,380,362,353,380,362,349,349,358,340,327,327,340,340,318,318,336,309,309,322,327,309,318,327,327,318,318,318,318,340,309,309,327,327,349,327,296,309,296,287,287,287,300,318,318,340,340,358,340,327,340,358,371,380,362,353,380,371,349,349,358,340,327,327,336,340,318,318,336,309,305,327,327,309,318,327,336,327,318,318,318,340,340,309,327,327,358,327,296,305,296,287,318,318,340,340,358,371,362,358,349,340,340,340,340,362,358,349,340,358,340,336,336,322,327,327,327,327,318,309,305,309,332,318,305,305,305,296,287,287,287,340,318,340,318,340,358,358,362,358,349,358,336,340,340,340,340,318,340,358,358,362,358,349,358,336,340,358,358,358,358,358,358,358,336,353,336,322,309,305,358,358,358,358,358,380,362,358,349,340,340,340,340,340,349,349,349,349,371,371,384,371,367,354,340,323,318,309,309,309,309,327,327,327,309,305,305,305,234,234,305,287,296,305,287,287,305,296,287,318,318,318,318,349,331,318,327,318,305,305,287,296,283,283,283,283,265,296,305,265,287,296,309,300,309,318,318,318,318,318,323,318,313,336,336,349,336,318,318,318,318,318,318,318,318,318,318,323,318,313,318,323,354,354,234,354,349,349,340,336,336,323,318,313,323,318,305,305,318,318,318,318,318,323,318,313,318,323,354,354,234,354,349,349,340,336,336,323,318,313,323,318,305,305,305,313,318,305,313,318,305,296,336,323,318,318,318,318,318,318,340,340,340,318,318,332,318,309,305,305,287,296,309,327,309,296,296,296,265,265,287,287,287
acemasiran--ilahi--muhammes--ta_dil--calakzade_mustafa_efendi,336,336,340,340,340,358,349,340,336,336,336,336,336,318,318,336,327,318,327,327,332,318,327,344,344,332,327,318,318,318,296,305,313,318,327,340,349,358,349,340,336,327,327,358,362,349,349,340,336,336,340,349,358,349,340,340,340,318,327,336,340,340,336,340,340,340,358,349,340,340,336,336,327,318,327,318,318,327,318,309,309,318,309,305,305,309,305,327,309,296,287,287,287,296,305,309,327,318,309,305,296,287,287,274,274,309,305,296,296,283,287,283,287,296,287,287,287,287,318,336,340,340,336,336,340,340,340,358,349,340,340,336,336,336,336,318,318,336,336,318,327,327,332,327,318,332,344,332,327,318,318,318,296,305,313,318,327,336,340,349,358,340,336,327,327,358,362,358,349,340,336,340,336,340,349,349,340,340,340,318,327,336,340,340,336,336,340,340,340,349,340,340,336,336,327,318,327,318,318,318,327,318,309,309,309,305,305,309,305,327,318,296,287,287,287,287,296,305,327,318,309,305,296,287,283,274,274,305,309,296,296,287,287,283,287,296,296,287,287,287,349,358,349,358,358,349,358,358,358,380,371,362,362,358,358,349,358,349,340,340,358,340,349,349,354,349,340,354,366,366,349,340,336,340,318,327,336,340,349,358,362,371,358,349,340,340,327,327,362,358,349,349,336,340,336,340,349,358,340,340,340,340,327,336,340,340,336,336,340,340,340,358,349,340,340,336,327,318,318,318,318,318,327,318,309,309,318,309,305,305,305,327,318,305,287,287,287,287,296,305,309,327,318,309,296,287,283,274,274,305,309,296,296,287,283,287,283,287,296,287,287,287,287,287,287
acemasiran--kupe--aksaksemai--bir--ahmet_avni_konuk,340,340,340,340,340,340,340,340,340,358,358,358,358,358,349,349,349,349,349,349,349,340,340,336,336,340,340,340,349,349,336,336,340,340,340,340,340,340,340,340,340,340,234,234,234,234,327,327,327,327,327,327,327,327,327,336,336,336,336,336,340,340,340,340,340,340,340,336,336,336,336,336,327,327,318,318,322,322,322,327,327,327,327,327,327,327,327,327,234,234,234,234,340,340,340,340,340,340,340,340,340,340,340,340,340,340,318,318,318,318,318,318,318,318,318,318,327,327,327,327,336,336,336,336,336,340,340,340,340,349,349,349,349,349,358,358,358,358,358,358,358,362,362,358,358,358,358,358,349,349,349,349,349,349,349,340,340,340,340,336,336,336,327,327,336,336,340,340,340,349,349,336,336,336,336,336,340,340,340,340,234,234,234,234,234,340,340,340,340,340,340,340,340,340,358,358,358,358,358,349,349,349,349,349,349,349,340,340,340,340,340,340,340,340,340,336,336,336,336,336,336,336,327,327,327,327,327,327,327,318,318,318,318,318,318,318,318,318,318,318,327,327,327,327,327,318,318,318,318,318,318,318,309,309,309,309,309,309,309,309,309,305,305,305,305,305,309,309,318,318,318,318,318,234,234,234,234,309,309,309,309,309,309,309,309,309,327,327,327,327,327,318,318,318,318,318,309,309,309,309,305,305,305,305,305,296,296,296,296,296,318,318,309,309,305,305,296,296,296,287,287,287,287,296,296,296,309,309,305,305,305,305,305,296,296,296,296,296,296,296,296,296,296,296,287,287,287,283,283,287,287,296,296,283,283,283,287,287,287,287,287,287,287,287,287
acemasiran--mars--nimsofyan--korkma_sonmez--ali_rifat_cagatay,340,340,340,340,340,340,340,327,336,340,340,318,336,340,340,358,358,349,349,349,340,340,336,336,327,340,349,349,336,336,318,318,318,336,340,349,340,336,336,318,318,358,358,349,349,340,340,349,340,340,234,234,318,318,327,327,340,340,318,327,336,340,318,327,327,340,340,234,234,234,358,358,358,358,362,362,358,358,349,349,340,340,349,358,340,336,336,327,327,340,340,349,349,340,340,340,336,336,336,349,318,318,234,234,336,336,340,340,336,349,340,358,349,340,340,336,336,340,340,340,234,234,358,358,358,358,362,362,358,358,349,349,349,340,349,358,340,336,336,327,327,340,340,349,349,349,340,340,336,336,327,349,318,318,234,234,309,305,309,327,327,318,318,349,349,340,340,331,331,327,327,327,318,318,309,309,327,327,318,318,309,309,309,305,305,296,305,287,287,234,234,309,305,327,327,327,318,318,349,349,340,340,331,331,327,327,318,318,318,309,309,327,327,318,318,309,309,305,305,296,296,305,287,287,234,234,358,358,358,358,371,371,358,358,358,371,371,362,362,358,358,349,349,340,340,349,358,362,358,358,349,349,340,340,340,340,358,358,358,340,340,358,358,358,358,371,371,358,358,371,371,371,362,362,358,358,349,349,340,340,340,340,358,358,358,340,340,318,336,340,340,340,340,234,234,287,287,287,287,287,287,287,305,318,305,309,327,327,336,340,340,318,318,305,318,327,327,340,340,234,234,234,358,358,234,234,340,340,234,234,318,318,327,327,336,340,318,327,336,340,340,327,327,340,340,234,234,234,287,287,234,234,287,287,234,234,305,305,234,234,234,287,287,287,287
acemasiran--nakis--yuruksemai--ne_hevayi--dede_efendi,340,349,340,327,340,318,349,340,327,336,336,349,327,327,327,358,362,362,358,358,354,366,349,336,234,327,327,340,327,340,327,327,327,318,331,309,327,309,318,305,287,296,287,309,287,296,287,287,287,287,287,296,309,305,318,318,234,323,318,313,318,318,287,234,287,296,296,305,318,318,234,323,318,305,318,349,336,234,340,340,336,349,349,340,318,340,336,323,318,349,336,340,340,340,336,349,354,340,323,340,336,323,318,318,336,340,340,340,340,336,318,336,336,336,354,349,336,323,340,318,234,309,309,309,309,318,309,305,287,309,309,305,305,296,296,296,287,287,287,340,340,336,340,327,349,340,340,340,362,358,340,349,340,340,340,327,234,327,340,327,336,322,327,234,318,327,309,318,305,327,296,296,305,287,305,283,287,287,287,305,305,296,305,305,305,296,318,305,327,327,318,336,336,327,336,340,340,340,336,336,332,349,327,313,318,340,340,358,336,340,327,340,327,327,336,327,349,327,336,327,318,318,318,331,309,318,309,287,305,296,309,287,287,287,287,287,234,287,296,296,305,318,313,234,323,318,305,318,318,296,234,287,305,296,305,318,313,318,323,318,305,318,354,336,340,340,340,336,349,354,340,323,340,336,323,318,354,340,340,340,340,336,340,354,340,323,340,340,323,318,318,340,340,340,340,340,336,318,336,336,336,354,349,336,323,318,318,234,309,309,309,309,327,309,305,296,309,309,305,305,305,296,305,287,296,287,340,340,234,340,336,349,336,340,340,340,358,340,340,340,340,340,234,327,327,340,327,340,327,327,327,318,331,309,327,309,327,305,287,296,287,305,287,296,287
acemasiran--pesrev--devrikebir----dede_salih_efendi,340,340,336,340,234,349,358,349,336,340,336,327,327,234,234,340,336,336,327,327,327,318,313,318,234,234,327,336,327,327,234,349,358,349,336,340,336,349,349,340,340,340,318,318,340,340,349,340,336,336,340,327,336,327,318,318,318,327,327,234,318,327,318,318,309,309,305,305,287,234,309,309,234,318,309,305,305,305,296,287,283,283,234,296,283,287,287,349,340,340,349,349,340,336,340,336,340,340,349,234,234,349,354,340,349,354,354,349,340,340,336,340,340,354,349,349,354,354,366,354,349,354,349,340,340,340,336,336,340,336,323,323,323,318,318,318,318,234,234,318,323,336,323,318,323,318,313,318,327,327,234,234,327,318,318,309,309,305,305,296,287,309,309,234,234,309,305,305,296,296,296,283,287,283,296,283,287,287,358,349,349,358,358,349,358,358,358,349,362,358,349,336,340,336,327,322,234,371,366,380,371,366,371,366,358,358,358,358,358,362,358,349,349,336,340,336,327,327,327,327,327,327,234,327,327,327,327,322,322,327,322,310,310,310,305,305,305,318,313,313,318,234,234,318,318,318,309,309,305,305,296,287,234,309,234,234,318,305,305,296,305,296,283,287,283,234,283,287,287,287,358,358,362,362,358,362,362,362,371,358,362,358,349,358,349,340,340,234,349,358,349,349,340,349,358,349,358,358,358,234,340,358,362,358,358,349,349,340,340,336,327,327,322,327,327,327,234,234,340,340,349,340,336,340,336,327,336,327,313,318,318,327,234,234,318,327,318,309,309,309,305,296,287,234,309,234,234,318,309,305,296,305,296,287,287,283,234,296,287,287,287,265,274,287,287
acemasiran--pesrev--duyek--son_pesrev--huseyin_fahreddin_dede,318,318,318,318,358,358,349,349,340,336,340,349,340,349,349,349,340,336,340,327,318,327,327,318,318,318,327,336,336,340,349,340,340,336,340,340,336,340,349,349,340,340,340,349,358,358,349,349,336,336,340,336,336,336,340,340,340,349,358,358,349,344,344,349,358,358,358,358,358,358,358,349,349,358,349,349,349,371,366,371,380,371,366,358,358,358,358,358,358,358,234,358,358,371,362,362,362,362,380,380,371,362,362,362,358,358,358,349,358,358,358,340,340,340,349,349,340,336,340,340,349,358,358,340,349,234,234,358,358,358,349,340,340,336,336,327,322,327,327,327,336,340,340,349,358,340,340,349,234,234,362,358,358,349,340,340,336,327,336,336,340,340,340,340,336,327,327,327,318,318,318,309,309,327,318,309,309,305,296,296,287,287,287,318,327,340,349,336,340,349,336,340,349,349,340,349,358,340,336,336,336,340,340,336,327,234,234,332,327,327,318,327,327,327,332,332,332,344,349,358,349,344,332,332,327,318,318,313,318,318,318,327,318,318,327,327,327,336,336,336,340,340,340,340,349,340,340,349,336,336,336,336,336,336,327,336,336,327,327,318,318,313,305,305,305,305,305,327,322,322,322,327,327,327,305,309,309,305,296,305,305,305,305,305,313,318,318,327,318,309,309,318,318,318,327,327,327,234,234,318,318,327,332,332,344,332,332,327,327,318,318,318,309,309,309,305,296,287,287,287,287,287,296,296,287,296,296,305,309,318,318,234,305,309,305,296,287,287,287,274,274,283,296,296,287,283,287,287,283,287,287,296,283,283,287,287,287,287,265,274,274,283,287,287,287
acemasiran--pesrev--frenkcin----nuri_halil_poyraz,318,340,336,340,349,340,327,340,318,349,349,362,340,336,336,340,340,340,340,340,336,340,336,327,309,305,327,309,305,309,318,296,287,313,318,323,318,318,340,318,313,318,318,318,318,318,336,354,336,323,340,340,336,340,336,318,309,296,287,305,318,340,349,327,327,336,313,318,323,318,318,336,323,318,296,318,318,318,318,336,349,340,336,318,340,336,340,336,318,309,305,287,305,318,340,349,327,327,340,340,340,340,340,340,340,336,336,327,318,349,344,358,336,340,340,340,336,340,340,340,327,340,327,318,305,327,327,305,296,318,309,287,287,358,358,358,349,340,327,322,327,358,362,380,362,358,349,340,349,340,349,349,349,336,323,318,318,318,340,340,340,349,354,336,336,340,349,358,362,349,340,327,322,327,358,362,371,371,358,349,340,349,340,349,349,349,340,323,318,318,318,340,340,336,349,366,340,336,340,318,340,340,340,349,340,327,340,318,349,349,362,349,327,336,340,340,340,340,340,336,327,336,327,309,305,327,309,305,309,327,305,283,318,336,327,340,336,327,305,287,234,340,340,358,358,349,349,340,234,318,327,336,340,327,318,296,234,318,336,349,358,349,362,340,340,358,358,358,358,358,349,349,349,349,318,318,327,318,327,340,349,358,358,358,340,358,349,349,336,349,318,318,327,318,327,336,340,358,358,358,349,340,336,327,336,318,234,318,318,327,327,336,336,358,358,358,362,340,349,327,340,318,318,234,309,318,318,309,296,283,287,234,318,340,336,340,349,336,327,336,318,349,349,362,340,336,340,340,336,340,340,340,336,340,336,318,309,327,327,305,305,309,318,296,287
acemasiran--pesrev--muhammes----gazi_giray_han,318,318,349,340,336,336,340,340,336,327,340,318,318,327,340,349,336,349,336,349,340,349,358,349,336,340,349,340,340,358,349,349,349,358,358,358,358,349,371,366,380,371,362,362,358,358,349,358,358,358,349,362,371,349,358,349,340,349,336,340,349,340,349,371,362,349,340,327,327,327,336,349,358,349,358,362,349,340,327,358,349,336,340,340,349,340,340,340,327,336,340,318,336,336,349,336,349,340,349,336,336,340,327,336,327,318,327,332,344,362,349,344,327,318,318,327,327,327,336,336,340,340,349,349,340,335,335,336,349,336,318,305,305,327,318,327,327,296,305,296,305,305,309,327,318,318,318,327,327,327,327,331,327,327,318,309,305,305,296,296,287,305,287,305,309,318,309,305,287,283,305,296,287,287,283,296,287,287,287,265,283,287,335,335,340,340,340,354,349,331,340,335,335,340,340,349,354,358,349,340,335,335,335,331,335,340,349,354,349,354,340,349,336,340,349,340,340,234,349,358,349,344,349,366,371,358,344,349,318,327,313,327,318,318,327,327,322,327,327,327,349,336,349,358,340,358,362,358,340,336,327,327,336,340,358,340,349,362,358,340,340,327,349,340,340,336,340,349,340,340,318,327,340,340,327,340,336,340,340,340,349,340,336,349,327,327,340,318,327,332,327,349,358,344,332,318,313,318,336,327,327,336,340,336,349,340,358,335,335,327,340,340,327,313,305,305,327,318,327,296,305,305,305,296,309,318,327,313,318,327,327,327,318,327,331,327,318,318,309,305,296,305,287,287,296,296,309,318,318,305,296,287,274,305,296,283,283,287,296,287,287,265,274,283,287
acemasiran--sarki--agiraksak--bir_haber--bimen_sen,336,349,358,340,349,340,327,336,349,327,318,380,371,358,371,358,349,371,349,340,340,349,362,358,362,358,340,349,340,349,340,327,340,327,318,305,336,327,309,305,305,287,287,327,340,234,336,349,358,340,349,340,327,336,349,327,318,380,371,358,371,358,349,362,340,340,340,349,362,358,362,358,340,349,340,349,340,327,336,327,318,305,336,327,309,305,296,287,358,336,327,340,349,336,336,336,340,340,340,336,349,349,340,336,327,234,318,323,313,313,313,318,313,336,318,318,318,318,318,349,349,349,340,358,358,349,340,340,327,358,340,340,349,340,340,318,327,340,340,336,340,340,349,340,336,349,336,336,340,318,318,234,327,331,318,309,327,327,327,318,305,305,305,287,287,305,309,327,340,327,309,305,296,296,296,296,287,287,296,287,287,318,327,340,340,336,340,340,349,340,336,349,336,336,340,318,318,234,327,331,318,309,327,327,327,318,305,305,305,287,287,305,318,327,340,327,309,305,296,296,296,296,287,287,296,287,287,349,349,358,358,358,349,349,358,358,358,366,371,371,363,362,358,358,362,362,358,358,349,358,340,327,327,318,318,318,318,349,349,349,349,358,358,349,340,336,327,349,340,340,349,340,340,318,336,340,340,336,340,358,349,336,336,349,336,336,340,327,318,234,327,331,318,309,327,327,318,318,305,305,305,287,296,305,318,327,340,327,309,296,296,296,296,296,287,287,296,287,287,318,336,340,340,336,340,358,349,336,336,349,336,336,336,327,318,234,327,331,318,305,327,327,318,318,305,305,305,287,296,305,318,327,340,327,309,296,296,296,296,296,287,287,296,287,287
