ID,Cluster
hicaz_uzzal--sarki--curcuna--acaba_sen_misin--bimen_sen,1
hicaz_uzzal--sarki--curcuna--bahar_olsa--fahri_kopuz,1
hicaz_uzzal--sarki--curcuna--ne_kustun--sekerci_cemil_bey,3
hicaz_uzzal--sarki--curcuna--sen_hep--selahattin_inal,1
hicaz_uzzal--sarki--curcuna--sislendi_hava--rifat_bey,1
hicaz_uzzal--sarki--devrihindi--asik_oldum--enderuni_ali_bey,1
hicaz_uzzal--sarki--devrihindi--kuse-i_nisyana--aleko_bacanos,1
hicaz_uzzal--sarki--devrihindi--leblerinde_kivrilan--emin_ongan,1
hicaz_uzzal--sarki--devrisureyya--kuru_dallar--ismet_burkay,1
hicaz_uzzal--sarki--duyek--aci_nedir--erol_sayan,1
hicaz_uzzal--sarki--duyek--anilsin_yar--semseddin_ziya_bey,1
hicaz_uzzal--sarki--duyek--artik_bu--alaeddin_yavasca,1
hicaz_uzzal--sarki--duyek--ciksam_su--arif_sami_toker,1
hicaz_uzzal--sarki--duyek--deli_gonul--sadettin_kaynak,1
hicaz_uzzal--sarki--duyek--gel_sevgilim--arif_sami_toker,1
hicaz_uzzal--sarki--duyek--gonlumun_sarkisini--muzaffer_ilkar,1
hicaz_uzzal--sarki--duyek--muhabbet_bagina--sadettin_kaynak,1
hicaz_uzzal--sarki--duyek--ne_gelen--ziya_taskent,1
hicaz_uzzal--sarki--duyek--sarkilardan_fal--erdogan_berker,1
hicaz_uzzal--sarki--duyek--sorulmasin_bana--lemi_atli,1
hicaz_uzzal--sarki--gulsen--ac_kalbimi--hanefi_ozbek,1
hicaz_uzzal--sarki--kapali_curcuna--nicin_bulbul--rifat_bey,1
hicaz_uzzal--sarki--musemmen--kamer_cehre--haci_arif_bey,1
hicaz_uzzal--sarki--musemmen--nevbahar-i_vuslatin--lemi_atli,1
hicaz_uzzal--sarki--nimsofyan--yar_saclari--yesari_asim_arsoy,1
hicaz_uzzal--sarki--semai--bir_dunya--erol_sayan,1
hicaz_uzzal--sarki--semai--ey_mehlika--muallim_ismail_hakki_bey,1
hicaz_uzzal--sarki--semai--gun_be_gun--avni_anil,1
hicaz_uzzal--sarki--semai--nasil_gecti--teoman_alpay,1
hicaz_uzzal--sarki--senginsemai--derdimi_arz--enderuni_ali_bey,3
hicaz_uzzal--sarki--senginsemai--nesem_emelim--lemi_atli,1
hicaz_uzzal--sarki--senginsemai--yillar_ne_cabuk--bimen_sen,1
hicaz_uzzal--sarki--sofyan--egilmez_basin--kaptanzade_ali_riza_bey,3
hicaz_uzzal--sarki--turkaksagi--gel_nazli--udi_hrant,1
hicaz_uzzal--sarki--turkaksagi--gonlum_yarali--kadri_sencalar,1
hicaz_uzzal--sarki--turkaksagi--kendine_nicin--medeni_aziz_efendi,1
hicaz_uzzal--sarki--turkaksagi--solsan_da_sararsan--misirli_udi_ibrahim_efendi,1
hicaz_uzzal--sarki--yuruksemai--affeyle_sucum--sevki_bey,1
hicaz_uzzal--sarki--yuruksemai_ii--ey_but-i--dede_efendi,1
hicaz_uzzal--sazsemaisi--aksaksemai-----munir_mazhar_kamsoy,1
hicaz_uzzal--sazsemaisi--aksaksemai----muhittin_erev,1
hicaz_uzzal--seyir--duyek--1--ismail_hakki_ozkan,1
hicaz_uzzal--seyir--duyek--1--sefik_gurmeric,2
hicaz_uzzal--seyir--senginsemai--1--erol_bingol,2
hicaz_uzzal--turku--aksak--ihtiyatlar_silah--,1
hicaz_uzzal--turku--curcuna--evlerinde_bir--gaziantep,1
hicaz_uzzal--turku--evfer--feracemi_al--burdur,1
hicaz_uzzal--turku--nimsofyan--daglar_daglar--,3
hicaz_uzzal--turku--sofyan--ela_gozlerine--sadettin_kaynak,1
hicaz_uzzal--yuruksemai--yuruksemai--terk_eyledi--zaharya,3
hicaz_uzzal--yuruksemai--yuruksemai--yakut_mine--cinucen_tanrikorur,1
hicaz_uzzal--zeybek--agiraksak--harmandali--ege,3
hicaz_uzzal--zeybek--aksak----izmir,3
hicaz_zemzeme--sarki--aksak--gideyim_de--muallim_ismail_hakki_bey,0
hicaz_zirgule--aranagme--aydin--1--,0
hicaz_zirgule--ilahi--sofyan--hak_serleri--,0
hicaz_zirgule--ilahi--sofyan--hic_bulunmaz--husnu_sarier,1
hicaz_zirgule--kupe--duyek--basladi--ahmet_avni_konuk,0
hicaz_zirgule--sarki--agiraksak--var_mi_sen_gibi--sivelioglu_yorgaki,1
hicaz_zirgule--sarki--aksak--alemde_ey--haci_arif_bey,3
hicaz_zirgule--sarki--aksak--beni_canimdan--muzaffer_ilkar,3
hicaz_zirgule--sarki--aksak--ey_sevgilim--erdinc_celikkol,1
hicaz_zirgule--sarki--duyek--gonlumde_acmadan--sekip_ayhan_ozisik,3
hicaz_zirgule--sarki--duyek--gozlerimden_yuzun--muzaffer_ilkar,3
hicaz_zirgule--sarki--duyek--guruba_yaklasan--alaeddin_yavasca,3
hicaz_zirgule--sarki--duyek--icimdeki_askin--muzaffer_ilkar,3
hicaz_zirgule--sarki--duyek--ne_bos--sadettin_kaynak,0
hicaz_zirgule--sarki--duyek--son_umidim--sadettin_kaynak,3
hicaz_zirgule--sarki--nimsofyan--bakislarin_kivilcim--alaeddin_yavasca,3
hicaz_zirgule--sarki--semai--evimizin_diregisin--danyal_manti,3
hicaz_zirgule--sarki--semai--hayat_atli--necdet_varol,1
hicaz_zirgule--sazsemaisi--aksaksemai----nayi_osman_dede,0
hicaz_zirgule--sazsemaisi--aksaksemai--1--ferit_sidal,1
hicaz_zirgule--seyir--duyek--1--ismail_hakki_ozkan,2
hicaz_zirgule--seyir--sofyan--1--erol_bingol,2
hicaz_zirgule--seyir--sofyan--1--sefik_gurmeric,2
hicaz_zirgule--tevsihilahi--evsat_4--tende_canim--calakzade_mustafa_efendi,1
hicaz_zirgule--turku--curcuna--kapiyi_calan--urfa,3
hicaz_zirgule--turku--evfer--kirda_erik--ankara,0
hicaz_zirgule--turku--sofyan--ana_gelbim--ali_ekber_tagiyev,3
hicaz_zirgule--zeybek--agiraksak--odemis_baglarinda--neveser_kokdes,0
hisar--kupe--duyek--mahitab--ahmet_avni_konuk,2
hisar--nakis--yuruksemai--hava_guzel--dede_efendi,1
hisar--sazsemaisi--aksaksemai----kemani_ali_aga,1
hisar--seyir--devrihindi--1--erol_bingol,1
hisar--seyir--duyek--1--sefik_gurmeric,2
hisarbuselik--aranagme--turkaksagi--1--,0
hisarbuselik--aranagme--yuruksemai_ii--1--,3
hisarbuselik--beste--cenber--zahm-i_sinem--zekai_dede,3
hisarbuselik--kupe--aksak--sevdigimden_dun--ahmet_avni_konuk,2
hisarbuselik--sarki--agiraksak--vuslata_nail--zekai_dede,1
hisarbuselik--sarki--aksak--aman_ey_suh-i--ii_mahmut,3
hisarbuselik--sarki--aksak--beni_de_alin--selahaddin_pinar,1
hisarbuselik--sarki--aksak--eyle_kerem--numan_aga,1
hisarbuselik--sarki--aksak--guller_ki--zeki_atkosar,1
hisarbuselik--sarki--aksak--yandim_deminden--denizoglu_ali_bey,1
hisarbuselik--sarki--aksak--yorulmus_ol--latif_aga,1
hisarbuselik--sarki--curcuna--visalinle_safayab--muallim_ismail_hakki_bey,1
hisarbuselik--sarki--duyek--daha_bilmem--akin_ozkan,3
hisarbuselik--sarki--duyek--du_cesmimden--tanburi_mustafa_cavus,3
hisarbuselik--sarki--duyek--yillardir_ozlemim--fethi_karamahmutoglu,1
hisarbuselik--sarki--kapali_curcuna--bir_hadise--servet_yesari,1
hisarbuselik--sarki--turkaksagi--bildin_mi_canim--cevdet_cagla,1
hisarbuselik--sarki--turkaksagi--bir_nevcivansin--rahmi_bey,1
hisarbuselik--sazsemaisi--aksaksemai----tanburi_buyuk_osman_bey,1
hisarbuselik--seyir--sofyan--1--sefik_gurmeric,2
hisarbuselik--tavsanca--raksaksagi--dok_zulfunu--tanburi_mustafa_cavus,3
hisarbuselik--turku--azeriyuruksemai--diliyrem_ki--sinan_sipahi,3
hisarbuselik--turku--curcuna--araz_uste--,3
hisarbuselik--yuruksemai--yuruksemai--gonlum_hevesi--zekai_dede,3
hisarbuselik--yuruksemai--yuruksemai_ii--yine_bezm-i--dede_efendi,3
huseyni--agirsemai--aksaksemai--acildi_gonce-i--komurcuzade,1
huseyni--agirsemai--aksaksemai--talatin_devri--zaharya,1
huseyni--aranagme--aksak--1--,2
huseyni--aranagme--duyek--1--,1
huseyni--aranagme--raksaksagi--1--,3
huseyni--beste--agircenber--cemalin_ates-i--zaharya,3
huseyni--beste--berefsan--sebnem_gibi--zaharya,1
huseyni--beste--cenber--nigaha_ruhsat--zaharya,3
huseyni--beste--duyek--muheyya_oldu--rakim_elkutlu,3
huseyni--beste--hafif--cektim_el--hafiz_post,1
huseyni--divan--sofyan----,3
huseyni--duet--turkaksagi--ey_suh-i--ali_rifat_cagatay,3
huseyni--etud--sofyan----hasan_esen,3
huseyni--ilahi--(belirsiz)--ey_gonul--ali_ufki,2
huseyni--ilahi--agirduyek--allah_allah--ali_ufki,3
huseyni--ilahi--agirduyek--bahr-i_umman--ali_ufki,3
huseyni--ilahi--duyek--ars_taki--rifat_bey,3
huseyni--ilahi--nimevsat--idelim_cevlan--,3
huseyni--ilahi--turkdarbi--ey_dil--ali_ufki,1
huseyni--ilahi--yuruksemai--nur-i_fahr-i--dede_efendi,1
huseyni--karsilama--evfer--trakya_karsilamasi--,3
huseyni--kupe--duyek--pesden_eylerdi--ahmet_avni_konuk,2
huseyni--mars--sofyan--ceddin_deden--kaptanzade_ali_riza_bey,3
huseyni--nakis--yuruksemai--gonuller_ugrusu--kara_ismail_aga,3
huseyni--nefes--devrihindi--iptidadan_yol--,3
huseyni--ornek_oz--duyek--1--ruhi_ayangil,2
huseyni--ornek_oz--nimsofyan--1--huseyin_sadettin_arel,2
huseyni--ornek_oz--sofyan--1--ruhi_ayangil,2
huseyni--ornek_oz--sofyan--2--ruhi_ayangil,2
huseyni--ornek_oz--sofyan--3--ruhi_ayangil,2
huseyni--oyunhavasi--nimsofyan--cecen_kizi--tanburi_cemil_bey,3
huseyni--pesrev--cifteduyek----tanburi_isak,3
huseyni--pesrev--devrikebir----dede_salih_efendi,1
huseyni--pesrev--devrikebir----iii_selim,1
huseyni--pesrev--devrikebir----kul_mehmet,1
huseyni--pesrev--havi----dervis_mustafa,3
huseyni--pesrev--muhammes----lavtaci_andon,3
huseyni--rumeliturkusu--aksak--akzadeler_giyer--rumeli,3
huseyni--sarki--agiraksak--bendeni_gordukce--ismet_aga,1
huseyni--sarki--agiraksak--ben_ezelden--misirli_udi_ibrahim_efendi,1
huseyni--sarki--agiraksak--farig_olmam--yesari_asim_arsoy,1
huseyni--sarki--agiraksak--firkat-i_canan--civan_aga,1
huseyni--sarki--agiraksak--semi_husnun--sivelioglu_yorgaki,1
huseyni--sarki--aksak--arzetmedigim--emin_ongan,1
huseyni--sarki--aksak--bir_damlacik--omer_dilek,3
huseyni--sarki--aksak--bir_dilberdir--tanburi_mustafa_cavus,3
huseyni--sarki--aksak--bir_yana--nikogos_aga,1
huseyni--sarki--aksak--ezelden_asinanim--serif_icli,3
huseyni--sarki--aksak--hayal_deryasina--selahaddin_pinar,1
huseyni--sarki--aksak--sensizlige_soylendi--ilgun_soysev,3
huseyni--sarki--aksak--sevdigim_cemalin--mahmud_celaleddin_pasa,1
huseyni--sarki--aksak--varalim_kuy-i--munir_nurettin_selcuk,1
huseyni--sarki--aksak--yine_yol--serif_icli,3
huseyni--sarki--curcuna--aglarim_caglar--sadettin_kaynak,3
huseyni--sarki--curcuna--bak_su--danbeni_riza_bey,1
huseyni--sarki--curcuna--cektim_elimi--tatyos_efendi,1
huseyni--sarki--curcuna--edali_bir--ali_rifat_cagatay,1
huseyni--sarki--curcuna--nedir_bu_haletin--sevki_bey,1
huseyni--sarki--curcuna--senin_yazin--sadettin_kaynak,1
huseyni--sarki--devrihindi--dil-rubasin_sevdigim--hafiz_mehmet_esref_efendi,3
huseyni--sarki--devrihindi--gormek_ister--tanburi_cemil_bey,1
huseyni--sarki--duyek--bahcede_gordum--medeni_aziz_efendi,1
huseyni--sarki--duyek--her_seherde--nihat_adlim,3
huseyni--sarki--duyek--zaman_olur_ki--lemi_atli,1
huseyni--sarki--musemmen--gecti_sevdalarla--sukru_tunar,1
huseyni--sarki--musemmen--hem_cemalin--zeki_duygulu,1
huseyni--sarki--senginsemai--ah_ile--lavtaci_hristo,1
huseyni--sarki--sofyan--haticem_saclarini--sadettin_kaynak,3
huseyni--sarki--sofyan--tez_gecse_de--selahattin_inal,1
huseyni--sarki--sofyan--zeynom_zeynom--ali_rifat_cagatay,1
huseyni--sarki--sofyan--zeytin_gozlum--selahattin_icli,1
huseyni--sarki--turkaksagi--hicran_oku--sevki_bey,3
huseyni--sarki--yuruksemai--senden_bilirim--tanburi_ali_efendi,1
huseyni--sazeseri--devrituran----mutlu_torun,1
huseyni--sazsemaisi--aksaksemai----iii_selim,1
huseyni--sazsemaisi--aksaksemai----lavtaci_andon,1
huseyni--sazsemaisi--aksaksemai----neyzen_rasid_efendi,3
huseyni--sazsemaisi--aksaksemai----tatyos_efendi,3
huseyni--seyir--duyek--1--erol_bingol,2
huseyni--seyir--semai--1--rauf_yekta,1
huseyni--seyir--sofyan--1--sefik_gurmeric,2
huseyni--turku--14_4--tutam_yar--erzurum,3
huseyni--turku--aksak--a_fadimem--,3
huseyni--turku--aksak--bursanin_ufak--bursa,3
huseyni--turku--aksak--demirciler_demir--_anonim_,3
huseyni--turku--aksak--leylak_takivermis--bahri_altintas,1
huseyni--turku--aksak--yali_kenarinda--osman_pehlivan,3
huseyni--turku--aksak--yanik_omer--sadettin_kaynak,1
huseyni--turku--aksak--yuce_dag--sadettin_kaynak,3
huseyni--turku--aksak--yuksek_yuksek--,3
huseyni--turku--curcuna--coban_kizi--,3
huseyni--turku--curcuna--dersim_dort--tunceli,1
huseyni--turku--curcuna--sari_gelin--erzurum,3
huseyni--turku--curcuna--sinemde_bir--,3
huseyni--turku--devrihindi--semsiyemin_ucu--trakya,3
huseyni--turku--devrituran--yagmur_yagar--,3
huseyni--turku--duyek--sabahtan_kalktim--ali_rifat_cagatay,1
huseyni--turku--evfer--dere_geliyor--,3
huseyni--turku--kapali_curcuna--havada_bulut--,3
huseyni--turku--musemmen--aglama_yar--anonim,3
huseyni--turku--nimsofyan--bir_of_ceksem--kayseri,0
huseyni--turku--raksaksagi--menekse_kokulu--,3
huseyni--turku--semai_8--aksam_olur--mehmet_yuzgec,3
huseyni--turku--sofyan--cikayim_gideyim--,3
huseyni--turku--sofyan--ciktim_belen--mugla,0
huseyni--turku--sofyan--dost_dost_--asik_veysel,3
huseyni--turku--sofyan--hey_onbesli--tokat,0
huseyni--turku--sofyan--keklik_daglarda--,3
huseyni--turku--sofyan--kina_mi--nuri_halil_poyraz,3
huseyni--turku--sofyan--kopruden_gecti--kirsehir,3
huseyni--turku--sofyan--koskum_var--,3
huseyni--turku--sofyan--sabahin_seher--,2
huseyni--turku--sofyan--tren_gelir--bozuyuk,3
huseyni--turku--sofyan--yaylanin_cimenine--trabzon,3
huseyni--turku--yuruksemai--bir_hisminan--kars,3
huseyni--yuruksemai--senginsemai--ben_gibi--tabi_mustafa_efendi,3
huseyni--yuruksemai--yuruksemai--dok_dideden--tabi_mustafa_efendi,1
huseyni--zeybek--agiraksak--sarizeybek--osman_pehlivan,0
huseyniasiran--kupe--aksaksemai--gel--ahmet_avni_konuk,2
huseyniasiran--sarki--curcuna--cemalin_semine--zekai_dede,0
huseyniasiran--seyir--duyek--1--erol_bingol,2
huseyniasiran--seyir--semai--1--rauf_yekta,2
huseyniasiran--seyir--sofyan--1--sefik_gurmeric,0
huseyni_gulizar--ilahi--sofyan--cun_sana--hafiz_post,1
huzi--ilahi--duyek--tasti_rahmet--,3
huzi--turku--aksak--ayva_dibi--,3
huzzam--agirsemai--aksaksemai--kurban_olayim--haci_faik_bey,1
huzzam--aranagme--agiraksak--1--,1
huzzam--aranagme--duyek--1--,1
huzzam--beste--agircenber--asika_tan--hekimbasi_abdulaziz_efendi,3
huzzam--beste--remel--aldim_hayal-i--komurcuzade,3
huzzam--fantezi--nimsofyan--yine_yakmis--erol_sayan,3
huzzam--ilahi--muhammes--duseli_askin--tiznam_yusuf_celebi,3
huzzam--ilahi--nimsofyan--ey_allahim--hulusi_gokmen,3
huzzam--ilahi--sofyan--bu_dunya--,3
huzzam--kanto--aksak--bana_bir--lavtaci_hristo,1
huzzam--kupe--darb--sazin--ahmet_avni_konuk,1
huzzam--ornek_oz--oynak--1--ruhi_ayangil,1
huzzam--ornek_oz--sofyan--1--ruhi_ayangil,3
huzzam--pesrev--devrikebir----tanburi_buyuk_osman_bey,1
huzzam--pesrev--fahte----gazi_giray_han,1
huzzam--pesrev--muhammes----seyfettin_osmanoglu,1
huzzam--rumeliturkusu--sofyan--aksam_oldu--rumeli,1
huzzam--sarki--agiraksak--bekledim_yillarca--rakim_elkutlu,1
huzzam--sarki--agiraksak--ben_esir-i--udi_arsak_comlekciyan,1
huzzam--sarki--agiraksak--endaminin_hayalini--bimen_sen,1
huzzam--sarki--agiraksak--ey_sabah-i--leyla_saz,3
huzzam--sarki--agiraksak--meyledip_agyari--kemani_riza_efendi,3
huzzam--sarki--agiraksak--neseyab-i_lutfun--musullu_hafiz_osman_efendi,1
huzzam--sarki--agiraksak--sabrimi_gamzelerin--bimen_sen,1
huzzam--sarki--agirduyek--bag-i_husnunde--dede_salih_efendi,3
huzzam--sarki--agirsenginsemai--gonlum_nice--mustafa_nafiz_irmak,1
huzzam--sarki--aksak--adanin_yesil_camlari--sukru_tunar,1
huzzam--sarki--aksak--bahsetme_o--umit_gurelman,1
huzzam--sarki--aksak--dil_uyur--munir_nurettin_selcuk,1
huzzam--sarki--aksak--dinmiyor_hic--ziya_taskent,1
huzzam--sarki--aksak--ettigin_cevri--cinucen_tanrikorur,1
huzzam--sarki--aksak--ey_husn--ahmed_irsoy,1
huzzam--sarki--aksak--gonlum_seher--sadettin_kaynak,1
huzzam--sarki--aksak--gonul_dustu--kemenceci_usta_yani,3
huzzam--sarki--aksak--gonul_verdim--iii_selim,1
huzzam--sarki--aksak--gozum_hasretle--tatyos_efendi,3
huzzam--sarki--aksak--gozunun_rengini--selahaddin_pinar,1
huzzam--sarki--aksak--guzellerde_ne--tanburi_mustafa_cavus,3
huzzam--sarki--aksak--havalandi_gonul--munir_nurettin_selcuk,3
huzzam--sarki--aksak--hicran_yine_hicran--serif_icli,1
huzzam--sarki--aksak--indirip_yerlere--cinucen_tanrikorur,1
huzzam--sarki--aksak--manada_guzel--sadi_isilay,1
huzzam--sarki--aksak--sen_bende--umit_gurelman,1
huzzam--sarki--aksak--sevdigin_dunyalar--munir_nurettin_selcuk,1
huzzam--sarki--aksak--sevdim_yine--tanburi_mustafa_cavus,1
huzzam--sarki--aksak--sonbaharin_bizi--bekir_sitki_sezgin,1
huzzam--sarki--aksak--sormadin_halimi--selahaddin_pinar,1
huzzam--sarki--aksak--vefa_yoktur--tanburi_mustafa_cavus,3
huzzam--sarki--aksak--yine_bir--serif_icli,3
huzzam--sarki--aksak--zamani_var_ki--klarnet_ibrahim_efendi,1
huzzam--sarki--aksaksemaievferi--kerem_eyle--medeni_aziz_efendi,1
huzzam--sarki--ciftesofyan--ey_gul-i--dede_efendi,1
huzzam--sarki--curcuna--aksam_donusu--udi_marko_colakoglu,1
huzzam--sarki--curcuna--askinla_surunsem--selahaddin_pinar,1
huzzam--sarki--curcuna--ayrilik_umitlerin--avni_anil,1
huzzam--sarki--curcuna--bir_gun--omer_sami_gupgup,3
huzzam--sarki--curcuna--bir_zamanlar--sukru_tunar,1
huzzam--sarki--curcuna--gecenin_matemini--selahaddin_pinar,1
huzzam--sarki--curcuna--gokyuzune_ciksan--omer_sami_gupgup,1
huzzam--sarki--curcuna--gonul_durup--sukru_tunar,1
huzzam--sarki--curcuna--guzel_gun_gormedi--haci_arif_bey,1
huzzam--sarki--curcuna--kusade_taliim--sevki_bey,3
huzzam--sarki--curcuna--leylaklarin_hayali--sadettin_kaynak,1
huzzam--sarki--curcuna--mahzun_gonul--kemani_salih_efendi,1
huzzam--sarki--curcuna--omrum_seni--yesari_asim_arsoy,1
huzzam--sarki--curcuna--yine_kalbim--yesari_asim_arsoy,1
huzzam--sarki--devrihindi--ey_cefacu--sakir_aga,1
huzzam--sarki--devrihindi--sen_de_leyladan_mi--serif_icli,1
huzzam--sarki--devrihindi--umidim_kalmadi--medeni_aziz_efendi,1
huzzam--sarki--duyek--aksamin_oldugu--avni_anil,1
huzzam--sarki--duyek--ay_buluttan--necip_gulses,1
huzzam--sarki--duyek--a_canim--tanburi_mustafa_cavus,3
huzzam--sarki--duyek--bahar_oldu--haci_arif_bey,1
huzzam--sarki--duyek--beklerim_her_gun--ismail_hakki_nebiloglu,1
huzzam--sarki--duyek--birak_duygulari--omer_sami_gupgup,1
huzzam--sarki--duyek--bu_gece--teoman_alpay,1
huzzam--sarki--duyek--dilimi_baglasalar--selahattin_altinbas,1
huzzam--sarki--duyek--dun_gece--semahat_ozdenses,1
huzzam--sarki--duyek--dun_gece--yesari_asim_arsoy,3
huzzam--sarki--duyek--gozun_aydin--omer_dilek,1
huzzam--sarki--duyek--gurbet_elde--sukru_tunar,1
huzzam--sarki--duyek--haleli_gozlerin--bimen_sen,1
huzzam--sarki--duyek--hayat_budur--huseyin_mayadag,3
huzzam--sarki--duyek--icimde_bin--avni_anil,1
huzzam--sarki--duyek--icimde_kim--yusuf_nalkesen,1
huzzam--sarki--duyek--kalbimin_sahibi--sekip_ayhan_ozisik,1
huzzam--sarki--duyek--menekse_gozlerde--sekip_ayhan_ozisik,1
huzzam--sarki--duyek--nicin_nalendesin--nikogos_aga,3
huzzam--sarki--duyek--omrumuzun_son--selahattin_altinbas,1
huzzam--sarki--duyek--omrunde_sarmadin--omer_sami_gupgup,1
huzzam--sarki--duyek--pisman_olur_da--irfan_ozbakir,1
huzzam--sarki--duyek--sacin_yuzume--teoman_alpay,1
huzzam--sarki--duyek--seni_sesini--sadi_hosses,1
huzzam--sarki--duyek--sesimde_sarkisi--selahattin_inal,1
huzzam--sarki--duyek--soyleme_bilmesinler--selahattin_altinbas,1
huzzam--sarki--duyek--su_gogsum--cevdet_cagla,1
huzzam--sarki--duyek--talihin_elinde--arif_sami_toker,1
huzzam--sarki--duyek--unuttun_mu--mustafa_seyran,1
huzzam--sarki--duyek--yalniz_aksamlarimda--omer_sami_gupgup,1
huzzam--sarki--duyek--zamanla_belki--yesari_asim_arsoy,1
huzzam--sarki--duyek--zannetme_ki--kenan_savkli,1
huzzam--sarki--musemmen--turlu_derde--serif_icli,1
huzzam--sarki--nimsofyan--gezdigim_dikenli--kadri_sencalar,1
huzzam--sarki--sarkidevrirevani--isittim_ey--sakir_aga,3
huzzam--sarki--semai--dil-hun_olurum--bimen_sen,1
huzzam--sarki--semai--her_gece--kasim_inaltekin,1
huzzam--sarki--semai--omrumuzun_son_saati--avni_anil,1
huzzam--sarki--semai--ozledim_gel--omer_sami_gupgup,1
huzzam--sarki--semai--su_yalan--avni_anil,1
huzzam--sarki--semai--uzun_yillar--rustu_sardag,1
huzzam--sarki--semai--yitirmisim_ben--yusuf_nalkesen,1
huzzam--sarki--senginsemai--acmam_acamam--nasibin_mehmet_yuru,1
huzzam--sarki--senginsemai--gonlum_gozundeki--haydar_tatliyay,1
huzzam--sarki--senginsemai--hal-i_dil-i--haci_arif_bey,1
huzzam--sarki--senginsemai--mahzun_durusun--ekrem_guyer,1
huzzam--sarki--senginsemai--sen_sanki_baharin--musa_sureyya_bey,1
huzzam--sarki--sofyan--ask_yolunda--sadettin_kaynak,3
huzzam--sarki--sofyan--bin_huzun--sadettin_kaynak,3
huzzam--sarki--sofyan--seni_cilgin--akin_ozkan,3
huzzam--sarki--sofyan--sen_olmasaydin--yesari_asim_arsoy,1
huzzam--sarki--sofyan--solgun_durma--munir_nurettin_selcuk,1
huzzam--sarki--sofyan--yar_yolunu--yesari_asim_arsoy,1
huzzam--sarki--turkaksagi--askin_bana--rakim_elkutlu,1
huzzam--sarki--turkaksagi--baglandi_gonul--selanikli_ahmed_bey,1
huzzam--sarki--turkaksagi--bahar_oldu--seyh_ethem_efendi,3
huzzam--sarki--turkaksagi--meftun_olali--haci_arif_bey,1
huzzam--sarki--turkaksagi--ruhumda_bu_seb--bimen_sen,1
huzzam--sarki--turkaksagi--sevdasi_henuz--yorgo_bacanos,1
huzzam--sarki--turkaksagi--ummidini_kirpiklerine--selahaddin_pinar,1
huzzam--sazsemaisi--aksaksemai----gazi_giray_han,3
huzzam--sazsemaisi--aksaksemai----refik_fersan,1
huzzam--sazsemaisi--aksaksemai----udi_nevres_bey,1
huzzam--seyir--duyek--1--erol_bingol,1
huzzam--seyir--duyek--1--sefik_gurmeric,1
huzzam--seyir--semai--1--rauf_yekta,1
huzzam--taksim--serbest----tanburi_cemil_bey,1
huzzam--turku--aksak--arabaya_tas--istanbul,1
huzzam--turku--aksak--bilirim_daha--bimen_sen,1
huzzam--turku--aksak--duriyemin_gugumleri--,1
huzzam--turku--aksak--yaniyor_mu--,1
huzzam--turku--curcuna--al_yesil--urfa,1
huzzam--turku--curcuna--hayatlari_degirmi--,1
huzzam--turku--düyek--kadem_basti--raci_alkir,3
huzzam--turku--ikizaksak--cirpinirdi_karadeniz--uzeyir_hacibeyov,1
huzzam--turku--musemmen_ii--su_karsiki--hatay,0
huzzam--turku--nimsofyan--asker_oldum--,1
huzzam--turku--nimsofyan--ireyhan_eker--sivas,1
huzzam--turku--nimsofyan--kopruler_yaptirdim--,3
huzzam--turku--sofyan--aliverin_baglamami--,1
huzzam--turku--sofyan--indim_havuz--istanbul,1
huzzam--turku--sofyan--uc_gun--sinop,3
huzzam--yuruksemai--yuruksemai--reh-i_askinda--dede_efendi,1
huzzam_icedid--ilahi--duyek--goster_bize--huseyin_sadettin_arel,0
irak--ilahi--yuruksemai--uyan_ey--ali_ufki,1
irak--kupe--agirevfer--pur_arak--ahmet_avni_konuk,0
irak--sarki--musemmen--derd-i_hicrinle--bestenigar_ziya_bey,0
irak--sazsemaisi--aksaksemai----serif_muhittin_targan,0
irak--seyir--sofyan--1--erol_bingol,0
irak--seyir--sofyan--1--sefik_gurmeric,0
isfahan--aranagme--aksak--1--,3
isfahan--beste--zencir--gel_ey--itri,3
isfahan--ilahi--sofyan--yandim_yakildim--dede_efendi,3
isfahan--kupe--duyek--ittifakan--ahmet_avni_konuk,3
isfahan--pesrev--devrikebir----tanburi_cemil_bey,3
isfahan--pesrev--fahte----kanuni_sait_bey,3
isfahan--sarki--agiraksak--asiyan-i_murg-i--udi_nevres_bey,1
isfahan--sarki--agiraksak--sen_de_mi--udi_hasan,3
isfahan--sarki--aksak--asik_olali--dede_efendi,1
isfahan--sarki--aksak--bir_kivilcim--zeki_arif_ataergin,1
isfahan--sarki--aksak--karsimda_durup--irfan_dogrusoz,3
isfahan--sarki--aksak--yokmus_o--mustafa_nafiz_irmak,1
isfahan--sarki--curcuna--etme_beyhude--rahmi_bey,3
isfahan--sarki--curcuna--sevdigim_vaslini--,3
isfahan--sarki--devrihindi--dil-i_bicare--mahmud_celaleddin_pasa,1
isfahan--sarki--devrihindi--ey_gaziler--iii_selim,3
isfahan--sarki--duyek--gelirken_meclise--haham_nesim,1
isfahan--sarki--murekkepsofyan--canda_hasiyyet--haci_arif_bey,3
isfahan--sarki--musemmen--dusme_ey_asik--nikogos_aga,3
isfahan--sazsemaisi--aksaksemai----tanburi_cemil_bey,3
isfahan--seyir--sofyan--1--erol_bingol,3
isfahan--seyir--sofyan--1--sefik_gurmeric,3
isfahan--taksim--serbest----tanburi_cemil_bey,3
