ID,Cluster
ferahfeza--yuruksemai--yuruksemai--bu_gece_ben--dede_efendi,3
ferahfeza--yuruksemai--yuruksemai_ii--son_yuruksemai--zeki_mehmet_aga,1
ferahnak--kupe--evfer--ol--ahmet_avni_konuk,0
ferahnak--pesrev--zencir----zeki_mehmet_aga,0
ferahnak--sarki--agir_aksaksemai--ey_sah-i--sakir_aga,1
ferahnak--sarki--aksak--ben_muptela--dede_efendi,3
ferahnak--sarki--aksak--bir_nigahin--tanburi_cemil_bey,3
ferahnak--sarki--aksak--gozlerinden_dokulen--gulen_ertek,1
ferahnak--sarki--duyek--sinede_yarem--hamparsum,3
ferahnak--sarki--semai--ruhumda_bahar--artaki_candan,3
ferahnak--sarki--senginsemai--askinla_harab--artaki_candan,3
ferahnak--sazsemaisi--aksaksemai----leon_hanciyan,0
ferahnak--seyir--duyek--1--sefik_gurmeric,2
ferahnak--seyir--semai--1--rauf_yekta,2
ferahnak--seyir--sofyan--1--erol_bingol,2
ferahnak--turku--duyek--mapusane_icinde--bartin,0
ferahnak--yuruksemai--yuruksemai--bir_dilbere--sakir_aga,3
ferahnak--yuruksemai--yuruksemai_ii--sensiz_cihanda--zekai_dede,3
ferahnakasiran--ilahi--bektasiraksievferi--buralarda_cok--fethi_karamahmutoglu,2
ferahnakasiran--pesrev--devrikebir----cuneyd_kosal,0
ferahnuma--sarki--curcuna--guzel_kiz--huseyin_sadettin_arel,0
ferahnuma--seyir--sofyan--1--erol_bingol,0
ferahnuma--turku--aksak--kiz_bahcende--kastamonu,0
ferahnuma--turku--sofyan--bulguru_kaynatirlar--ankara,0
gerdaniye--kupe--duyek--perde-i--ahmet_avni_konuk,2
gerdaniye--oyunhavasi--devrituran--bulut_gelir--,3
gerdaniye--rumeliturkusu--dolap--kirimdan_gelirim--rumeli,1
gerdaniye--sarki--duyek--yar_ayrilik--sadettin_kaynak,1
gerdaniye--sarki--nimsofyan--bahar_olur--yesari_asim_arsoy,3
gerdaniye--seyir--senginsemai--1--erol_bingol,2
gerdaniye--seyir--sofyan--1--sefik_gurmeric,2
gerdaniye--turku--aksak--antalyanin_mor--antalya,2
gerdaniye--turku--aksak--asagidan_gelen--bilecik,3
gerdaniye--turku--aksak--bugun_benim--rumeli_uskup,3
gerdaniye--turku--aksak--cemilemin_gezdigi--,3
gerdaniye--turku--aksak--salina_salina--denizli,3
gerdaniye--turku--kapali_curcuna--celik_pazari--erzurum,3
gerdaniye--turku--kapali_curcuna--daglar_basi--kerkuk,1
gerdaniye--turku--kapali_curcuna--kirklar_daginin--diyarbakir,3
gerdaniye--turku--kapali_curcuna--sirali_daglarin--salih_turhan,1
gerdaniye--turku--musemmen_ii--dost_eline--malatya,3
gerdaniye--turku--nimsofyan--al_almanin--malatya,3
gerdaniye--turku--nimsofyan--cezayirin_harmanlari--bursa,1
gerdaniye--turku--nimsofyan--derdim_coktur--erzincan,3
gerdaniye--turku--nimsofyan--ey_sevdigim--muhlis_akarsu,3
gerdaniye--turku--raksaksagi--penceresi_yesil--konya,3
gerdaniye--turku--sofyan--benusene_gideyim--,3
gerdaniye--turku--sofyan--bin_derdim--maras,3
gerdaniye--turku--sofyan--cabur_dagdan--urfa,3
gerdaniye--turku--sofyan--evlerinin_onu--urfa,3
gerdaniye--turku--sofyan--kaleden_kaleye--adiyaman,3
gerdaniye--turku--sofyan--karadir_kaslarin--zonguldak,3
gerdaniye--turku--sofyan--odasina_girdim--,3
gerdaniye--turku--sofyan--su_daglari--fahri_kayahan,3
gerdaniye--turku--turkaksagi--benden_selam--kastamonu,3
gerdaniye--turku--turkaksagi--uca_daglarin--erzurum,3
gerdaniyebuselik--kupe--aksak--oturup_bir--ahmet_avni_konuk,2
gevest--sazsemaisi--aksaksemai----,0
goncairana--kupe--musemmen--bulbul-i--ahmet_avni_konuk,3
guldeste--sazsemaisi--aksaksemai----dede_salih_efendi,3
gulizar--kocekce--aksak--nazli_nazli--dede_efendi,1
gulizar--kupe--duyek--ah_eder--ahmet_avni_konuk,2
gulizar--pesrev--hafif----tanburi_isak,3
gulizar--sarki--senginsemai--sormadi_hal-i--nikogos_aga,1
gulizar--sazsemaisi--aksaksemai----tanburi_isak,1
gulizar--seyir--duyek--1--erol_bingol,2
gulizar--seyir--sofyan--1--sefik_gurmeric,2
gulizar--taksim--serbest----tanburi_cemil_bey,1
gulizar--turku--sofyan--dertli--erol_sayan,1
gulsen_ivefa--sazsemaisi--aksaksemai----feraizcizade_ibrahim_efendi,0
gulzar--kupe--yuruksemai_ii--bak_araplar--ahmet_avni_konuk,0
gulzar--sazsemaisi--aksaksemai----ismet_burkay,0
hicaz--agirsemai--agirsenginsemai--guller_kizarir--ibrahim_aga,3
hicaz--agirsemai--aksaksemai--cihani_husnune--zaharya,3
hicaz--aranagme--agiraksak--1--,3
hicaz--aranagme--curcuna--1--,3
hicaz--aranagme--evfer--1--,0
hicaz--azeriturku--nimsofyan--yurek_odir--,3
hicaz--beste--agirduyek--ey_cesm-i--dede_efendi,3
hicaz--beste--berefsan_4--tabi_ruhu--zaharya,3
hicaz--beste--darbeyn--yine_tabi--zaharya,3
hicaz--beste--hafif--olmada_diller--abdulhalim_aga,0
hicaz--beste--zencir--o_mahitabi--dede_efendi,3
hicaz--ezan--serbest--allah_u_ekber--,0
hicaz--fantezi--duyek--sevemez_kimse--suat_sayin,3
hicaz--fantezi--duyek--sev_beni--olkan_tezcan,3
hicaz--fantezi--nimsofyan--ayni_cati--turhan_tasan,1
hicaz--fantezi--yuruksemai_ii--gamze_gamze--sezen_aksu,1
hicaz--ilahi--duyek--icimde_bir--amir_ates,3
hicaz--ilahi--sofyan--ben_bu--ahmet_hatipoglu,3
hicaz--ilahi--sofyan--ey_asikan--seyh_mesud_efendi,3
hicaz--ilahi--turkmen--hak_hak--,0
hicaz--kalenderi--aksak--ebrulerinin_zahmi--ii_mahmud,3
hicaz--kanto--sofyan--ada_sahillerinde--,1
hicaz--kosma--nimsofyan--yuru_dilber--ankara,3
hicaz--kupe--duyek--gerci--ahmet_avni_konuk,3
hicaz--kupe--duyek--gerci-2--ahmet_avni_konuk,1
hicaz--mandra--devrituran_ii----lavtaci_andon,3
hicaz--medhal--sofyan----alaeddin_yavasca,3
hicaz--medhal--sofyan----ali_rifat_cagatay,1
hicaz--ninni--sofyan--dagda_tavsanlar--tanburi_cemil_bey,0
hicaz--ninni--yuruksofyan--dere_dibi--,0
hicaz--ornek_oz--devrihindi--1--ruhi_ayangil,3
hicaz--ornek_oz--senginsemai--1--ruhi_ayangil,3
hicaz--ornek_oz--sofyan--1--ruhi_ayangil,3
hicaz--ornek_oz--yuruksemai--1--ruhi_ayangil,0
hicaz--oyunhavasi--nimsofyan--gezinti--urfa,0
hicaz--pesrev--fahte----neyzen_salim_bey,3
hicaz--pesrev--hafif----refik_fersan,1
hicaz--rumeliturkusu--sofyan--gemi_kalkar--rumeli,3
hicaz--sarki--agiraksak--cevr-i_hicrin--bulbuli_salih_efendi,3
hicaz--sarki--agiraksak--derdimi_ummana--serif_icli,3
hicaz--sarki--agiraksak--hali_nezimde--sevki_bey,3
hicaz--sarki--agiraksak--omrum_artar--bimen_sen,3
hicaz--sarki--agiraksak--seni_sevda--ibrahim_uygun,3
hicaz--sarki--agiraksak--severim_can_u--sevki_bey,3
hicaz--sarki--agiraksak--soylemez_miydim--ii_mahmud,1
hicaz--sarki--agirevfer--bak_ne_hale--haci_arif_bey,1
hicaz--sarki--agir_aksaksemai--hasret_odu--tanburi_ali_efendi,3
hicaz--sarki--aksak--bana_yardan--sadettin_kaynak,3
hicaz--sarki--aksak--ben_gamli_hazan--melahat_pars,3
hicaz--sarki--aksak--bilmiyorum--sevki_bey,3
hicaz--sarki--aksak--bir_an--omer_sami_gupgup,1
hicaz--sarki--aksak--bir_bahar--selahaddin_pinar,3
hicaz--sarki--aksak--bir_gul--melahat_pars,3
hicaz--sarki--aksak--can_hasta--ahmet_rasim_bey,3
hicaz--sarki--aksak--gormedim_omrumun--kadri_sencalar,3
hicaz--sarki--aksak--hastayim_yasiyorum--udi_hrant,3
hicaz--sarki--aksak--kis_geldi--sevki_bey,3
hicaz--sarki--aksak--kiz_sen--alaeddin_yavasca,3
hicaz--sarki--aksak--korfezdeki_uc_bes--yildirim_gurses,3
hicaz--sarki--aksak--pencerenin_perdesini--muhlis_sabahaddin_ezgi,3
hicaz--sarki--aksak--sazlar_calinir--yesari_asim_arsoy,1
hicaz--sarki--aksak--sen_bu_yerden--sevki_bey,3
hicaz--sarki--aksak--tasdi_edeyim--haci_arif_bey,1
hicaz--sarki--aksak--yuzum_gulse--selahaddin_pinar,1
hicaz--sarki--curcuna--acmazsan_eger--yesari_asim_arsoy,3
hicaz--sarki--curcuna--aksam_erdi--rahmi_bey,3
hicaz--sarki--curcuna--ates-i_suzan-i--haci_faik_bey,3
hicaz--sarki--curcuna--ben_hic--erol_sayan,3
hicaz--sarki--curcuna--gonul_yarasindan--selahaddin_pinar,1
hicaz--sarki--curcuna--ruya_gibi--avni_anil,1
hicaz--sarki--curcuna--severim_her--lemi_atli,1
hicaz--sarki--curcuna--sine-i_suzanima--lemi_atli,1
hicaz--sarki--curcuna--unutulmus_degilsin--irfan_ozbakir,1
hicaz--sarki--curcuna--yesil_gozlerini--sadettin_kaynak,1
hicaz--sarki--devrihindi--baglanip_zulf--sevki_bey,3
hicaz--sarki--devrihindi--benim_yarim--ahmet_uzel,3
hicaz--sarki--devrihindi--kudretin_kafi--haci_arif_bey,0
hicaz--sarki--duyek--acik_birak--sekip_ayhan_ozisik,0
hicaz--sarki--duyek--aglar_gezerim--alaeddin_yavasca,1
hicaz--sarki--duyek--aski_seninle--fehmi_tokay,1
hicaz--sarki--duyek--ayrilik_canlari--omer_sami_gupgup,1
hicaz--sarki--duyek--bir_atesim--avni_anil,1
hicaz--sarki--duyek--bogazici--alaeddin_yavasca,3
hicaz--sarki--duyek--dilsad_olacak--avni_anil,1
hicaz--sarki--duyek--gonlumu_yaktin--karnik_garmiryan,1
hicaz--sarki--duyek--hasretim_sana--zeynettin_maras,1
hicaz--sarki--duyek--hicbir_seyde--fethi_karamahmutoglu,1
hicaz--sarki--duyek--husn-u_guftarin--ali_rifat_cagatay,3
hicaz--sarki--duyek--ic_durma--kadri_sencalar,3
hicaz--sarki--duyek--inanmaz_kanmaz--sinan_sipahi,1
hicaz--sarki--duyek--istanbulda_bogazicinde--sekip_ayhan_ozisik,3
hicaz--sarki--duyek--kader_kime--avni_anil,1
hicaz--sarki--duyek--kederden_mi--nasibin_mehmet_yuru,1
hicaz--sarki--duyek--seni_ben--amir_ates,3
hicaz--sarki--duyek--sensizligi_ben--zekai_tunca,1
hicaz--sarki--duyek--sevmiyorum_seni--avni_anil,1
hicaz--sarki--duyek--soyleyemem_derdimi--sukru_tunar,3
hicaz--sarki--duyek--unuttum_sanma--goksel_baktagir,1
hicaz--sarki--duyek--yalancinin_birine--necdet_tokatlioglu,3
hicaz--sarki--duyek--yalan_degil--yusuf_nalkesen,1
hicaz--sarki--duyek--yesil_gozlerinden--umit_mutlu,3
hicaz--sarki--evfer--bir_seni--selahattin_icli,1
hicaz--sarki--evfer--mah_yuzune--dede_efendi,3
hicaz--sarki--evsat--nicin_a_sevdigim--nikogos_aga,0
hicaz--sarki--kapali_curcuna--anladim_sevmeyeceksin--selahaddin_pinar,1
hicaz--sarki--kapali_curcuna--anlatilmaz_bin--erdogan_yildizel,1
hicaz--sarki--kapali_curcuna--hancer-i_askinla--ekrem_guyer,3
hicaz--sarki--nimsofyan--ah_edip--kadri_sencalar,3
hicaz--sarki--nimsofyan--aksam_olur--dramali_hasan_hasguler,1
hicaz--sarki--nimsofyan--ayrilik_atesten--fahri_kayahan,3
hicaz--sarki--nimsofyan--cok_yasa--muhlis_sabahaddin_ezgi,1
hicaz--sarki--nimsofyan--gonul_penceresinden--muzaffer_ilkar,1
hicaz--sarki--nimsofyan--mahmur_bakisli--zeki_duygulu,1
hicaz--sarki--nimsofyan--sari_kurdelem--fahri_kayahan,1
hicaz--sarki--raksaksagi--benim_yarim--sadettin_kaynak,0
hicaz--sarki--semai--bulbulun_cilesi--yusuf_nalkesen,1
hicaz--sarki--semai--degdi_saclarima--bekirof,1
hicaz--sarki--semai--golgesinde_mevsimler--yusuf_nalkesen,3
hicaz--sarki--semai--hastayim_yalnizim--lemi_atli,1
hicaz--sarki--semai--sana_dun--munir_nurettin_selcuk,3
hicaz--sarki--semai--sevgimizin_askimizin--sadettin_oktenay,1
hicaz--sarki--semai--sirma_sacli--misirli_udi_ibrahim_efendi,1
hicaz--sarki--semai--tadi_yok--muzaffer_ilkar,1
hicaz--sarki--senginsemai--agyar_ile--bimen_sen,1
hicaz--sarki--senginsemai--hep_saye-i--tanburi_cemil_bey,1
hicaz--sarki--sofyan--adalardan_bir--yesari_asim_arsoy,1
hicaz--sarki--sofyan--al_goncayi--yesari_asim_arsoy,3
hicaz--sarki--sofyan--enginde_yavas--sadettin_kaynak,3
hicaz--sarki--sofyan--ey_dil--haci_arif_bey,1
hicaz--sarki--sofyan--gul_acarken--nihal_erkutun,1
hicaz--sarki--sofyan--kanaryam_guzel--mustafa_nafiz_irmak,3
hicaz--sarki--sofyan--seninle_bir--yusuf_nalkesen,1
hicaz--sarki--turkaksagi--ey_cerhi_sitemger--medeni_aziz_efendi,3
hicaz--sarki--yuruksemai--bilmem_kac--munir_nurettin_selcuk,3
hicaz--sarki--yuruksemai--gittin_de_biraktin--munir_nurettin_selcuk,3
hicaz--sarki--yuruksemai--ulfet_etsem--sevki_bey,1
hicaz--sarki--yuruksemai_ii--beyaz_ten--,3
hicaz--sazsemaisi--aksaksemai----refik_talat_alpman,3
hicaz--seyir--duyek--1--erol_bingol,1
hicaz--seyir--duyek--1--ismail_hakki_ozkan,3
hicaz--seyir--duyek--1--sefik_gurmeric,1
hicaz--seyir--semai--1--rauf_yekta,3
hicaz--taksim--serbest----tanburi_cemil_bey,3
hicaz--turku--aksak--el_zanneder--urfa,3
hicaz--turku--aksak--gemilerde_talim--,3
hicaz--turku--aksak--karanfil_oylum_oylum--,0
hicaz--turku--aksak--ote_yakaya--kutahya,2
hicaz--turku--aksak--pencere_acildi--,3
hicaz--turku--curcuna--hishisi_hancer--gaziantep,0
hicaz--turku--curcuna--urfaliyam_ezelden--,3
hicaz--turku--devrihindi--cayelinden_oteye--rize,0
hicaz--turku--duyek--garip_bir--bakir_yurtsever,3
hicaz--turku--duyek--yollarina_gul--sadettin_kaynak,3
hicaz--turku--evfer--horozumun_tuyleri--istanbul,3
hicaz--turku--evfer--suruverin_cezveler--istanbul,0
hicaz--turku--musemmen_ii--zuluf_dokulmus_yuze--kirsehir,3
hicaz--turku--nimsofyan--acil_ey--,1
hicaz--turku--nimsofyan--bahcelerde_mor--istanbul,0
hicaz--turku--nimsofyan--dane_dane--kirsehir,3
hicaz--turku--nimsofyan--erkilet_guzeli--,3
hicaz--turku--nimsofyan--pencereden_kus--,3
hicaz--turku--nimsofyan--seni_sevdim--istanbul,0
hicaz--turku--raksaksagi--arabaci--istanbul,0
hicaz--turku--raksaksagi--entarisi_ala--istanbul,3
hicaz--turku--semai--gurbette_omrum--atinc_emnalar,3
hicaz--turku--sofyan--bahce_duvarini--neset_ertas,3
hicaz--turku--sofyan--cadir_alti--gaziantep,0
hicaz--turku--sofyan--esmerim_bicim--diyarbakir,1
hicaz--turku--sofyan--gokteki_yildizin--,0
hicaz--turku--sofyan--mektebin_bacalari--mus,3
hicaz--turku--sofyan--sandalim_geliyor--,0
hicaz--turku--sofyan--suda_balik--kirsehir,3
hicaz--turku--sofyan--su_gelen--,3
hicaz--turku--sofyan--su_yaltadan--kirim,3
hicaz--turku--turkaksagi--ben_seni--trabzon,3
hicaz--turku--turkaksagi--carsambayi_sel--,3
hicaz--turku--turkaksagi--divane_asik--macka,3
hicaz--turku--turkaksagi--mayadagdan_kalkan--,0
hicaz--turku--yuruksemai_ii--bitliste_bes--,0
hicaz--turku--zafer--al_tavandan--ordu,0
hicaz--yuruksemai--yuruksemai--yine_nese-i--dede_efendi,1
hicaz--zeybek--aksak--izmir_zeybegi--izmir,3
hicazasiran--beste--cenber--gonlumu_viran--zekai_dede,0
hicazasiran--kupe--aksaksemai--mutriba--ahmet_avni_konuk,2
hicazasiran--seyir--sofyan--1--sefik_gurmeric,0
hicazbuselik--kupe--agiraksak--pek--ahmet_avni_konuk,3
hicazeyn--pesrev--duyek----huseyin_fahreddin_dede,0
hicaziussak--nefes--bektasiraksi--onume_bir--pir_sultan_abdal,0
hicazkar--agirsemai--aksaksemai--benim_servi--bolahenk_nuri_bey,1
hicazkar--aranagme--aksak--1--,2
hicazkar--aranagme--aksak--1--muallim_ismail_hakki_bey,3
hicazkar--aranagme--curcuna--1--,3
hicazkar--aranagme--duyek----,3
hicazkar--aranagme--sofyan--1--,3
hicazkar--beste--devrikebir--ey_sehensah-i--sadullah_aga,3
hicazkar--beste--yuruksemai--bulbul_gibi--zekai_dede,3
hicazkar--fantezi--duyek--aldi_beni--corlulu_asik,3
hicazkar--kocekce--aksak--bekliyorum_salinarak--muallim_ismail_hakki_bey,1
hicazkar--kocekce--aksak--gece_gunduz--muallim_ismail_hakki_bey,3
hicazkar--kocekce--aydin--yabandan_geldim--muallim_ismail_hakki_bey,3
hicazkar--kocekce--ciftesofyan--nicin_sevdim--muallim_ismail_hakki_bey,3
hicazkar--kocekce--devrihindi--ay_mi--muallim_ismail_hakki_bey,1
hicazkar--kocekce--devrituran--dag_basinda--muallim_ismail_hakki_bey,1
hicazkar--kocekce--raksaksagi--her_gun--ismail_hakki_bey,3
hicazkar--kosma--sofyan--melin_mahzun--muallim_ismail_hakki_bey,3
hicazkar--kupe--devrirevanihindi--dun_gece--ahmet_avni_konuk,2
hicazkar--nakis--lenkfahte--hicr-i_lebinde--zekai_dede,0
hicazkar--pesrev--agirduyek----dede_salih_efendi,3
hicazkar--pesrev--berefsan----gazi_giray_han,3
hicazkar--pesrev--devrikebir----tanburi_buyuk_osman_bey,1
hicazkar--pesrev--muhammes----tanburi_cemil_bey,1
hicazkar--sarki--agiraksak--ah_u--haci_arif_bey,3
hicazkar--sarki--agiraksak--bana_hem-dem--nikogos_aga,3
hicazkar--sarki--agiraksak--gel_seninle--sadullah_efendi,3
hicazkar--sarki--agiraksak--kirsa_bin_tel--bimen_sen,1
hicazkar--sarki--agiraksak--seni_candan--nasibin_mehmet_yuru,1
hicazkar--sarki--agirduyek--can_ile_ben--sakir_aga,3
hicazkar--sarki--agirduyek--sen_gibi--numan_aga,3
hicazkar--sarki--aksak--acil_ey_gonce--haci_arif_bey,3
hicazkar--sarki--aksak--bekledim_fecre--rakim_elkutlu,1
hicazkar--sarki--aksak--bir_yar--k_hafiz_yasar,3
hicazkar--sarki--aksak--ey_gul--tahir_aga,3
hicazkar--sarki--aksak--nerdesin--leyla_saz,3
hicazkar--sarki--aksak--nolur_bir_an--mildan_niyazi_ayomak,3
hicazkar--sarki--aksak--oturmus_testi--muhlis_sabahaddin,3
hicazkar--sarki--aksak--severim_her--nefise_ozses,1
hicazkar--sarki--curcuna--ben_sana--corlulu_asik,3
hicazkar--sarki--curcuna--guldu_acildi--haci_arif_bey,3
hicazkar--sarki--curcuna--mestim_bu_gece--lavtaci_ovrik,1
hicazkar--sarki--curcuna--senelerce--sabri_suha_ansen,3
hicazkar--sarki--curcuna--usandirdi_felek--ahmet_mukerrem_akinci,3
hicazkar--sarki--devrihindi--ey_verd-i--tahir_aga,1
hicazkar--sarki--devrihindi--gonlumu_ducar--sevki_bey,3
hicazkar--sarki--devrihindi--lezzet_almis--ahmet_mithat_gupgupoglu,3
hicazkar--sarki--devrihindi--seb_ta_seher--hasim_bey,3
hicazkar--sarki--devrihindi_8--gizli_sevdim--tahir_aga,3
hicazkar--sarki--duyek--aglatip_kustureceksen--alaattin_sensoy,1
hicazkar--sarki--duyek--beyhude_askina--nikogos_aga,3
hicazkar--sarki--duyek--birer_birer--omer_sami_gupgup,1
hicazkar--sarki--duyek--ciceklerin_guluyor--sadettin_kaynak,3
hicazkar--sarki--duyek--cozmek_elinde--sadettin_kaynak,3
hicazkar--sarki--duyek--gul_dalinda--neveser_kokdes,3
hicazkar--sarki--duyek--harap_oldu--arif_sami_toker,1
hicazkar--sarki--duyek--kulagimdan_gitmiyor--ozcan_korkut,3
hicazkar--sarki--duyek--leyla_acep--sadettin_kaynak,3
hicazkar--sarki--duyek--sen_gozlerinle--alaeddin_yavasca,3
hicazkar--sarki--duyek--serpil_yagmur--cevdet_cagla,1
hicazkar--sarki--duyek--visali_yar--rakim_elkutlu,1
hicazkar--sarki--duyek--yaziktir_etme--erol_sayan,3
hicazkar--sarki--duyek--yollari_gurbete--sadi_isilay,3
hicazkar--sarki--duyek--yuzun_gullerden--sadettin_kaynak,0
hicazkar--sarki--evfer--hic_esin--zeki_mehmet_aga,3
hicazkar--sarki--kapali_curcuna--bahar_geldi--muhlis_sabahaddin_ezgi,3
hicazkar--sarki--kapali_curcuna--mani_oluyor--tatyos_efendi,1
hicazkar--sarki--katikofti--dus_olma--ahmet_mithat_gupgupoglu,3
hicazkar--sarki--nimsofyan--camlica_yollari--amir_ates,3
hicazkar--sarki--oynak--cicekler_derleyeyim--muzaffer_ilkar,3
hicazkar--sarki--semai--sari_mimozamsin--alaeddin_yavasca,3
hicazkar--sarki--semai--yoktur_zaman--latif_aga,1
hicazkar--sarki--senginsemai--layik_mi--sekerci_cemil_bey,3
hicazkar--sarki--senginsemai--son_askimi--lemi_atli,3
hicazkar--sarki--sofyan--ben_sozune--numan_aga,3
hicazkar--sarki--sofyan--bir_halet--haci_arif_bey,3
hicazkar--sarki--sofyan--sarsam_seni--sadettin_kaynak,3
hicazkar--sarki--turkaksagi--gonlumu_bir--tahir_aga,0
hicazkar--sarki--turkaksagi--vazgecip_naz--medeni_aziz_efendi,1
hicazkar--sazsemaisi--aksaksemai----gazi_giray_han,0
hicazkar--sazsemaisi--aksaksemai----tanburi_cemil_bey,3
hicazkar--seyir--devrihindi--1--erol_bingol,2
hicazkar--seyir--devrihindi--2--erol_bingol,2
hicazkar--seyir--semai--1--rauf_yekta,2
hicazkar--seyir--sofyan--1--sefik_gurmeric,2
hicazkar--sirto--nimsofyan--1--kemani_sebuh,1
hicazkar--turku--aksak--afiyonun_ortasinda--afyon,3
hicazkar--turku--tekvurus--gul_kuruttum--hatay,3
hicazkar--zeybek--oynak----mutlu_torun,3
hicazkarkurdi--seyir--semai--1--rauf_yekta,2
hicaz_humayun--agirsemai--aksaksemai--asiklarinin_haline--haci_faik_bey,3
hicaz_humayun--agirsemai--aksaksemai--etmezem_ikrar-i--dede_efendi,3
hicaz_humayun--agirsemai--aksaksemai--kul_oldum--ibrahim_aga,3
hicaz_humayun--aranagme--curcuna--1--,1
hicaz_humayun--aranagme--duyek--1--,3
hicaz_humayun--beste--agircenber--dusmesin_miskin--zaharya,3
hicaz_humayun--durak--durakevferi--allah_emrin--,3
hicaz_humayun--durak--durakevferi--dustu_cane--zakir_haci_mehmed_efendi,3
hicaz_humayun--fantezi--nimsofyan--ufuklara_yaslanmis--kaptanzade_ali_riza_bey,1
hicaz_humayun--ilahi--sofyan--daglar_ile--kutbi_dede,3
hicaz_humayun--kar--hafif--ey_ki_dostan--makbul_ibrahim_pasa,3
hicaz_humayun--kupe--duyek--yalniz--ahmet_avni_konuk,3
hicaz_humayun--murabba--agircenber--hasret-i_ruyinle--gevrekzade_mustafa_aga,3
hicaz_humayun--nakis--agirsenginsemai--seb_cunun--seyyid_nuh,3
hicaz_humayun--pesrev--cenber----veli_dede,3
hicaz_humayun--pesrev--devrikebir----musahib_ahmed_aga,3
hicaz_humayun--rumeliturkusu--devrituran--gidem_dedim--rumeli,3
hicaz_humayun--rumeliturkusu--sofyan--kirmizi_gulun--rumeli,3
hicaz_humayun--sarki--agiraksak--doktor_ne--sevki_bey,1
hicaz_humayun--sarki--agiraksak--nitti_bana--sivelioglu_yorgaki,3
hicaz_humayun--sarki--agiraksak--pek_cefacusun--kemani_riza_efendi,3
hicaz_humayun--sarki--agirduyek--var_mi_cana--haci_arif_bey,3
hicaz_humayun--sarki--aksak--kimseyi_boyle--alaeddin_yavasca,1
hicaz_humayun--sarki--aksak--ne_hazin--refik_fersan,3
hicaz_humayun--sarki--aydin--tel_tel--sadettin_kaynak,3
hicaz_humayun--sarki--curcuna--demedim_hicranimi--sukru_tunar,3
hicaz_humayun--sarki--curcuna--nerde_o--alaeddin_yavasca,1
hicaz_humayun--sarki--duyek--agla_gozum--erol_sayan,3
hicaz_humayun--sarki--duyek--yarin_bahcesinde--atif_bastug,3
hicaz_humayun--sarki--nimsofyan--kapildim_gidiyorum--kaptanzade_ali_riza_bey,1
hicaz_humayun--sarki--senginsemai--nolsun_bu--enderuni_ali_bey,1
hicaz_humayun--sarki--sofyan--bulbullerin_ister--yesari_asim_arsoy,1
hicaz_humayun--sarki--turkaksagi--saydeyledi_bu--haci_arif_bey,3
hicaz_humayun--sarki--turkaksagi--yadeller_aldi--sadettin_kaynak,3
hicaz_humayun--sazsemaisi--aksaksemai----neyzen_yusuf_pasa,3
hicaz_humayun--sazsemaisi--aksaksemai----tanburi_isak,1
hicaz_humayun--sazsemaisi--aksaksemai----veli_dede,3
hicaz_humayun--seyir--duyek--1--ismail_hakki_ozkan,3
hicaz_humayun--seyir--sofyan--1--erol_bingol,3
hicaz_humayun--seyir--sofyan--1--sefik_gurmeric,2
hicaz_humayun--turku--aksak--estergon_kalasi--,3
hicaz_humayun--turku--aksak--necibemin_ikidir--istanbul,3
hicaz_humayun--turku--nimsofyan--gul_yuzun--urfa,3
hicaz_humayun--turku--sofyan--alaydim_elin--urfa,3
hicaz_humayun--turku--sofyan--benim_gulum--kirsehir,3
hicaz_humayun--turku--sofyan--bulbulun_gogsu--urfa,3
hicaz_humayun--yuruksemai--yuruksemai--nideyim_sahn_i--sadullah_aga,0
hicaz_uzzal--beste--lenkfahte--baktikca_husn_u--suphi_ezgi,3
hicaz_uzzal--ilahi--duyek--eya_alemlerin--dede_efendi,3
hicaz_uzzal--ilahi--sofyan--gelin_gidelim--dede_efendi,3
hicaz_uzzal--kocekce--aksak--baharin_zamani--dede_efendi,1
hicaz_uzzal--kupe--duyek--nagme-i--ahmet_avni_konuk,2
hicaz_uzzal--rumeliturkusu--aksak--yine_de--rumeli,1
hicaz_uzzal--sarki--agiraksak--bir_nigah_et--sekerci_cemil_bey,3
hicaz_uzzal--sarki--agiraksak--firkatin_aldi--bimen_sen,1
hicaz_uzzal--sarki--agiraksak--zevk-i_sevda--leyla_saz,3
hicaz_uzzal--sarki--aksak--beni_sev--misirli_udi_ibrahim_efendi,1
hicaz_uzzal--sarki--aksak--bir_bir_geciyor--sukru_tunar,3
hicaz_uzzal--sarki--aksak--dil_yaresini--sevki_bey,1
hicaz_uzzal--sarki--aksak--gozlerin_komur--avni_anil,1
hicaz_uzzal--sarki--aksak--gulsen-i_husnune--rifat_bey,1
hicaz_uzzal--sarki--aksak--indim_yarin--dede_efendi,1
hicaz_uzzal--sarki--aksak--istanbulun_etrafi--arif_sami_toker,3
hicaz_uzzal--sarki--aksak--kurbanin_olam--haci_arif_bey,1
hicaz_uzzal--sarki--aksak--kurdu_meclis--haci_arif_bey,1
hicaz_uzzal--sarki--aksak--matemzedeyim--tanburi_cemil_bey,1
hicaz_uzzal--sarki--aksak--ne_gunah--alaeddin_yavasca,3
hicaz_uzzal--sarki--aksak--su_karsiki_dagda--dede_efendi,1
hicaz_uzzal--sarki--aksak--terket_beni--fehmi_tokay,1
hicaz_uzzal--sarki--aksaksemai--sezdim_dargin--rifat_ayaydin,1
