ID,PC1,PC2
acemasiran--pesrev--muhammes----gazi_giray_han,4.54302513826773,-6.079446864839143
acemasiran--sarki--agiraksak--bir_haber--bimen_sen,2.2990678704704695,-3.1217626091658537
acemasiran--sarki--agiraksak--bir_teselli--serif_icli,-7.2714456656733075,-0.9379855643940593
acemasiran--sarki--agiraksak--goncasindan_gulsenin--emin_ongan,1.126848850309203,-3.4990478513912686
acemasiran--sarki--agiraksak--mahveder_her--neyzen_riza_bey,-4.450697379696488,1.574872149593431
acemasiran--sarki--agiraksak--ne_kadar--artaki_candan,-1.7998791899702085,-2.760669579233589
acemasiran--sarki--agirduyek--kime_halim--faize_ergin,-6.989669023675133,0.9940373766933188
acemasiran--sarki--aksak--acildi_nevbahar--sadullah_aga,0.5752251721675068,-0.7092217213059369
acemasiran--sarki--aksak--dinle_sozum--iii_selim,3.9047800689207417,-1.027951999835927
acemasiran--sarki--aksak--dustum_bir--ali_riza_avni_tinaz,-2.8276667962150253,-1.7168224400551246
acemasiran--sarki--aksak--gonlum_dusuyor--ismail_baha_surelsan,-2.839744814269818,3.064232149728296
acemasiran--sarki--aksak--gordum_seni--irfan_dogrusoz,-14.709138505508303,-1.4914949760998872
acemasiran--sarki--aksak--lutfeyle_meded--dede_efendi,1.0404488036843538,-6.618203575080755
acemasiran--sarki--aksak--oldu_gonul--dede_efendi,-5.6015634489230095,-0.229915416774287
acemasiran--sarki--aksak--o_tebessum--ismail_baha_surelsan,-11.532285233792576,6.149262956804831
acemasiran--sarki--aksak--yanar_sinem--ismet_aga,-2.1512121828069986,4.224703433838317
acemasiran--sarki--curcuna--ates-i_askinla--emin_ongan,4.9371422840687815,-0.8905240322448824
acemasiran--sarki--curcuna--dilde_derd-i--nuri_halil_poyraz,0.9474042695462506,3.0918506890209616
acemasiran--sarki--curcuna--gam_cekme_guzel--arif_sami_toker,-1.7577159927160555,1.3782271338319105
acemasiran--sarki--curcuna--neden_kalbim--nasibin_mehmet_yuru,-8.135667066517275,-0.5116901736687798
acemasiran--sarki--devrihindi--ey_gul-i_rana--neveser_kokdes,-4.008232602597144,-5.035627406327422
acemasiran--sarki--devrihindi--neseyab_ol--ahmet_mukerrem_akinci,1.926093777728941,-2.3052223716381977
acemasiran--sarki--devrihindi--ruy-i_alemdir--dellalzade_haci_ismail_efendi,-5.648716783428205,2.3699588627412074
acemasiran--sarki--duyek--bulutlar_kokunu--sadettin_kaynak,-14.062899589569712,-0.010340786705643978
acemasiran--sarki--duyek--bu_hal--sadettin_kaynak,-5.790364002882636,-1.1816344930369893
acemasiran--sarki--duyek--gonul_seni--sadettin_kaynak,0.5037193407064621,3.6110208279705303
acemasiran--sarki--duyek--pence-i_gamdan--misirli_udi_ibrahim_efendi,-0.3914777340080448,0.9034692749796109
acemasiran--sarki--duyek--ruhumda_derin--kemal_gurses,1.4789038902941951,2.1292617210444593
acemasiran--sarki--duyek--sim-ten_gonca--sakir_aga,3.5680800722217687,1.5580093368049388
acemasiran--sarki--raksaksagi--bana_tavr-i--sakir_aga,-1.2644116810596175,-3.696020048320533
acemasiran--sarki--semai--bitmesin_icimdeki--omer_dilek,-5.676993437702928,-2.3020078328445885
acemasiran--sarki--semai--ey_cesm-i--nikogos_aga,-0.828785263125029,-2.0347147767493814
acemasiran--sarki--semai--sorma_dostum--nuri_halil_poyraz,3.4823915701883643,-0.5749426651028112
acemasiran--sarki--semai--yagmur_ol--amir_ates,-7.161814828766816,4.486062789518569
acemasiran--sarki--senginsemai--canan_okuyor--ali_riza_avni_tinaz,-1.61677075728293,0.2813141230894177
acemasiran--sarki--senginsemai--zehrolsa_bile--bimen_sen,-8.025335278698561,-0.8358705785525692
acemasiran--sarki--sofyan--bakma_sakin--sakir_aga,-0.504834625916226,-1.9160658049536516
acemasiran--sarki--sofyan--gonul_sana--sadettin_kaynak,-6.36964864264795,-1.77116300069056
acemasiran--sarki--sofyan--nideyim_bilmem--sadettin_kaynak,-0.9793779986902492,0.8322645840596941
acemasiran--sarki--yuruksemai--gel_ey_denizin--aleko_bacanos,-0.8477227106517569,2.953456518523537
acemasiran--sazsemaisi--aksaksemai----gazi_giray_han,-2.385504889179462,0.2671473263410917
acemasiran--sazsemaisi--aksaksemai----misirli_udi_ibrahim_efendi,-7.374157296187335,1.2660518637911244
acemasiran--sazsemaisi--aksaksemai----serafettin_seref_cakar,-2.6388021519935125,2.149036229665059
acemasiran--selam--agirduyek--her_ruz--huseyin_fahreddin_dede,-6.834399815196683,-1.0567331522790695
acemasiran--selam--mevlevievferi--bi_dil--huseyin_fahreddin_dede,-6.637619997567196,-5.008148944422374
acemasiran--selam--mevlevievferi--sultan-i_meni--huseyin_fahreddin_dede,-3.8843815048129633,-3.8935456384580025
acemasiran--seyir--semai--1--rauf_yekta,2.1484016659077687,-16.89602376571229
acemasiran--seyir--sofyan--1--erol_bingol,-3.557291496526993,-12.400847401545763
acemasiran--seyir--sofyan--1--sefik_gurmeric,1.4115720962586693,-17.43374596803532
acemasiran--yuruksemai--yuruksemai--bileydi_dil--itri,-6.4355731390501365,2.1042913774907444
acemasiran--yuruksemai--yuruksemai_ii----huseyin_fahreddin_dede,-0.1619453824045544,-6.798250568318202
acemasiran--zeybek--agiraksak--su_izmirin--tahsin_karakus,-0.24784862387806025,-0.4111495585652835
acembuselik--kupe--agiraksak--istedik--ahmet_avni_konuk,6.2500432419092995,-4.870853475322543
acembuselik--sarki--aksak--coktan_idim--kemenceci_usta_yani,9.581322811115427,-5.798778102954502
acemkurdi--agirsemai--agir_aksaksemai--dur_etme--osep_aga,-2.4778893722082334,-0.312774290210003
acemkurdi--aranagme--aksak--1--,-5.696918727645418,-4.913459465957173
acemkurdi--aranagme--curcuna--1--,-0.12048317456374433,-3.1408018886162314
acemkurdi--aranagme--duyek--1--,-6.85932373345418,-4.153126253717549
acemkurdi--aranagme--senginsemai--1--,1.346233698723047,-2.7755977342336666
acemkurdi--aranagme--sofyan----,-6.689122917952663,-6.909972127468676
acemkurdi--fantezi--nimsofyan--askin_kanununu--sadettin_oktenay,-1.16908447224648,0.24321129480943735
acemkurdi--fantezi--semai--son_verelim--sekip_ayhan_ozisik,-4.300716784601559,0.8984554555838926
acemkurdi--fantezi--sofyan--sana_oyle--alaaddin_pakyuz,3.213454527613621,3.4196158979346176
acemkurdi--kupe--musemmen--bezmimizde--ahmet_avni_konuk,3.7112911000274487,-6.7994169708700145
acemkurdi--nakis--yuruksemai--gonlum_yine--muallim_ismail_hakki_bey,4.949413181430211,-1.237071292384788
acemkurdi--nefes--bektasiraksani--sah_merdanin--,17.469094757852137,-4.752824285109958
acemkurdi--pesrev--fahte----muallim_ismail_hakki_bey,10.079461171972929,-6.112614660801118
acemkurdi--sarki--agiraksak--sevdi_gonlum--nikogos_aga,1.8955822439355392,1.3528469296959698
acemkurdi--sarki--aksak--altin_tasta--nimet_hanim,-0.3691981010436535,1.082050220787269
acemkurdi--sarki--aksak--beyhude_yere--ercument_berker,-2.6486768103285265,-2.6982935177888807
acemkurdi--sarki--aksak--hatay--cevdet_cagla,3.266971136885513,0.6533564153054578
acemkurdi--sarki--aksak--kir_atima--nasibin_mehmet_yuru,1.1700500278870172,-0.48447475520546607
acemkurdi--sarki--aksak--ruhum_su--alaeddin_yavasca,1.0645070119677784,-1.8198080286649474
acemkurdi--sarki--curcuna--bana_askin--huseyin_coskuner,2.7980859316056765,0.7612847322494583
acemkurdi--sarki--devrihindi--bir_vefasiz--selanikli_ahmed_bey,5.642939712103986,-0.2219325987457262
acemkurdi--sarki--duyek--artik_gelecek--arif_sami_toker,4.833145864120329,0.44553838587666045
acemkurdi--sarki--duyek--baharla_hazan--avni_anil,11.121963836771759,5.443866980625351
acemkurdi--sarki--duyek--bir_baska--avni_anil,10.016360777395095,5.448015364306727
acemkurdi--sarki--duyek--bir_sevda--arif_sami_toker,12.455345390965189,2.9198191112516474
acemkurdi--sarki--duyek--ne_kadar--arif_sami_toker,6.038472308235495,-0.565240529754395
acemkurdi--sarki--duyek--unutmak_istesem--arif_sami_toker,7.143831424014887,0.01998530000055525
acemkurdi--sarki--kapali_curcuna--canan_bilirim--ekrem_guyer,7.176061510142688,5.874554394009842
acemkurdi--sarki--kapali_curcuna--sana_eller--faruk_kayacikli,4.7933818568500834,1.4044515260480321
acemkurdi--sarki--kapali_curcuna--yukselen_nagmenle--muzaffer_ilkar,2.834224379534379,0.856620710001194
acemkurdi--sarki--kapali_curcuna--zehretme_hayati--zeki_muren,3.2338204732852183,-2.3521088085875648
acemkurdi--sarki--semai--asikim_ben--necdet_tokatlioglu,-0.4815721099601063,0.5741387487927265
acemkurdi--sarki--semai--bak_yine--izzet_altinbas,-0.8491018280542116,1.3417847990474667
acemkurdi--sarki--semai--sen_kalbimin--teoman_alpay,-1.0184241111035355,1.2717997960176224
acemkurdi--sarki--semai--yillar_sonra--yildirim_gurses,7.7799357976236605,-2.7970262836051054
acemkurdi--sarki--senginsemai--askin_ile--sadi_hosses,9.016659693024417,4.054161237680478
acemkurdi--sarki--senginsemai--ruzgar_uyumus--refik_fersan,-0.3371744430905035,3.053294818047623
acemkurdi--sarki--sofyan--yar_pesinde--zeki_duygulu,-0.8443852955203044,1.2801236863358483
acemkurdi--sarki--yuruksemai--bari_felek--nikogos_aga,8.643226824075644,4.238950735548286
acemkurdi--sarki--yuruksemai--yollarda_kalan--muzaffer_ilkar,4.0694747898739,4.774386924967216
acemkurdi--sarki--yuruksemai_ii--fikrimin_ince--muallim_ismail_hakki_bey,10.472468372227315,-1.0710902186030662
acemkurdi--sazsemaisi--aksaksemai----muallim_ismail_hakki_bey,-0.07650950989269725,-0.5508955455352103
acemkurdi--seyir--senginsemai--1--erol_bingol,4.894233370826289,-9.523260713871837
acemkurdi--seyir--sofyan--1--sefik_gurmeric,3.918133096131157,-9.150238865085633
acemkurdi--turku--duyek--ankaranin_yollari--,6.9046611193386545,-2.0311937071416897
acemkurdi--turku--duyek--ham_meyveyi--,7.953194663460598,1.4319608773567618
acemtarab--pesrev--havi----kantemiroglu,-10.04849134052672,-6.424267829046339
anberefsan--sazsemaisi--aksaksemai----huseyin_sadettin_arel,-8.28619557983078,-2.8411518936161473
araban--kupe--musemmen--etse--ahmet_avni_konuk,6.400272044921325,-1.906483708042187
arazbar--agirsemai--agir_aksaksemai--gonul_tab-aver--sadullah_aga,14.151096395863972,0.6245796131683071
arazbar--kupe--duyek--ol_kadar--ahmet_avni_konuk,8.290437732000402,-8.210112458204676
arazbar--seyir--duyek--1--sefik_gurmeric,10.013850987148174,-7.599002779947329
arazbar--seyir--semai--1--rauf_yekta,11.564234427565731,-4.491756180562189
arazbar--seyir--sofyan--1--erol_bingol,4.274111862309132,-8.956588409028004
arazbarbuselik--kupe--agiraksak--buse--ahmet_avni_konuk,7.38364629122021,-6.9430024378322095
arazbarbuselik--murabba--cenber--anlayan_yok--ali_rifat_cagatay,-0.3044007965780775,1.1314485199725526
arazbarbuselik--sazsemaisi--aksaksemai----refik_fersan,10.81355859842807,3.3664291867340284
asiranmaye--kupe--aksaksemai--bir--ahmet_avni_konuk,-14.97283642538107,-5.214496909051703
asiranzemzeme--pesrev--sofyan----,-6.964373984829743,-14.987876095687653
askefza--pesrev--ayindevrirevani----huseyin_sadettin_arel,-7.170354624081998,-1.6706545980784007
askefza--sarki--sofyan--kimbilir_belki--murat_demirhan,-11.810952282414386,7.14327940175018
askefza--sarki--sofyan--omrumuzun_bahari--erol_sayan,-13.50972024172568,-11.76063876581435
askefza--sarki--yuruksemai_ii--anlatamamaktan--ayhan_zeren,-9.306329994988259,-8.39172775904701
askefza--seyir--devrihindi--1--erol_bingol,-2.585211639144057,-13.05080486228343
bahrinazik--kupe--duyek--mahi-yi--ahmet_avni_konuk,-1.0076296687187873,-1.2499352133372796
bendihisar--kupe--yuruksemai--her--ahmet_avni_konuk,-3.284086281269667,-16.68665207482165
besteisfahan--kupe--evfer--isfahanli--ahmet_avni_konuk,-15.196734062694857,-8.113286320307935
besteisfahan--seyir--sofyan--1--sefik_gurmeric,-6.683466814812812,-11.044566233947332
besteisfahan--yuruksemai--yuruksemai--bir_elif--ebubekir_aga,-9.88498461644406,-1.6304839623783927
bestenigar--kupe--evfer--kim--ahmet_avni_konuk,-18.707247301742555,-7.195393838347021
bestenigar--pesrev--fahte----tatyos_efendi,-6.54711420754816,-0.9834822118284602
bestenigar--sarki--agiraksak--gayridan_bulmaz--kazasker_mustafa_izzet_efendi,-5.608199408559589,5.880902248594724
bestenigar--sarki--agiraksak--kacma_mecburundan--hasim_bey,-9.382673853320275,3.595109189729571
bestenigar--sarki--aksak--perisan_halin--emin_ongan,6.023258128302713,-3.284402195800049
bestenigar--sarki--aksak--sana_gul--omer_sami_gupgup,0.6498274036357895,-2.970979694917354
bestenigar--sarki--aksak--çok_gordu--haci_arif_bey,-5.838601943639276,2.950906492204911
bestenigar--sarki--duyek--yakti_cihani--ismet_aga,-9.53772903471073,-1.9423507147957924
bestenigar--sarki--kapali_curcuna--ben_seni--dede_efendi,-4.08905489910677,5.284895183683737
bestenigar--sarki--kapali_curcuna--cok_surmedi--enderunlu_hafiz_husnu_efendi,-1.1589453999932002,5.4239442173068015
bestenigar--sazsemaisi--aksaksemai----tanburi_cemil_bey,-3.8149497868453124,6.745101851260001
bestenigar--seyir--duyek--1--sefik_gurmeric,-15.267830992791852,0.5594906847084791
bestenigar--seyir--semai--1--rauf_yekta,-8.135116015859385,-2.1111746845854733
bestenigar--seyir--sofyan--1--erol_bingol,-8.652730556359614,-8.18005055104922
beyati--agirsemai--agir_aksaksemai--didi_ci_kerdi--yahya_nazim_celebi,-3.338942421344527,1.4224655709088472
beyati--agirsemai--agir_aksaksemai--dil-i_asiklari--haci_salih_aga,2.486526826123549,-0.9878447427612007
beyati--agirsemai--agir_aksaksemai--ruhsarin_uzre--hamparsum,4.467295280456337,0.44287330538236985
beyati--agirsemai--agir_aksaksemai--soylen_ol--bolahenk_nuri_bey,3.0042661103804154,0.8464354210851622
beyati--agirsemai--aksaksemai--cikmaz_derun_u--tabi_mustafa_efendi,-3.534539240492463,2.5314860197971005
beyati--aranagme--agiraksak--1--,2.066321056504025,2.5183799847937314
beyati--aranagme--curcuna--1--,6.5231322717805496,-3.3611414513132423
beyati--beste--devrikebir--ol_gulun--zekai_dede,-0.23123262739548894,0.7094503333404363
beyati--beste--devrikebir--uri_uri--mose_cordova,6.027246529008735,2.644177011115885
beyati--beste--hafif--arz-i_didar--hamparsum,-0.26786624808887516,0.4294435078689677
beyati--beste--hafif--bir_gonca_femin--dede_efendi,1.1653046343514695,-0.8701935922091371
beyati--beste--nimdevir--degil_cam-i_mey--yahya_nazim_celebi,2.859507684013474,1.3375969248819715
beyati--beste--remel--bir_kerre--bolahenk_nuri_bey,4.732563904597781,1.8049453601111403
beyati--ilahi--durakevferi--bulbul-i_surideyim--nalizade_ibrahim_efendi,3.442859072727249,0.017234599431310765
beyati--ilahi--duyek--kapisi_yok--,-0.9583748167109326,-0.8586099758994383
beyati--kanto--sofyan--karga_da_seni--,-2.302667942638486,1.1518750506535402
beyati--karsilama--ciftesofyan--tekirdag_karsilamasi--anonim,2.008313896837298,-6.977474997225918
beyati--kupe--duyek--mutriba--ahmet_avni_konuk,1.7529728761117205,1.8623991885795865
beyati--mehter--yuruksemai_ii----zurnazen_dagi_ahmet_celebi,3.285874873984594,0.7202267259445974
beyati--pesrev--darbifetih----tanburi_isak,1.9809725281536648,-0.5012298732554408
beyati--pesrev--devrikebir----neyzen_emin_dede,1.3295737521627182,-3.612798640661696
beyati--pesrev--hafif----seyfettin_osmanoglu,2.302944190605056,0.19419759290321448
beyati--pesrev--hafif----tanburi_cemil_bey,2.139527150784193,0.7554429996532452
beyati--sarki--agiraksak--aman_ey_yar-i--neyzen_riza_bey,4.477352533935282,5.609332351326202
beyati--sarki--agiraksak--bir_katre--sevki_bey,3.0558447705185268,-0.6054878133686782
beyati--sarki--agiraksak--bulbul-u_seydaya--serif_icli,1.6872585312829524,1.1450534400766612
beyati--sarki--agiraksak--gecti_sevdalarla--nuri_halil_poyraz,2.7200779582553576,-0.03405022494341859
beyati--sarki--agiraksak--gul_hazin--rahmi_bey,7.116001413075933,2.4225202445063
beyati--sarki--agiraksak--muptelayim--dede_efendi,6.599738979477083,-0.009570924600065079
beyati--sarki--agiraksak--ne_bahar--rakim_elkutlu,3.841458847389431,2.0108156506950694
beyati--sarki--agirduyek--her_dem--dede_efendi,3.5727427920082655,1.4984573225076017
beyati--sarki--aksak--benzemez_kimse--fehmi_tokay,-1.2496971311353404,3.2022810060955234
beyati--sarki--aksak--delisin_deli--selahaddin_pinar,7.297856935252361,2.263999433665005
beyati--sarki--aksak--gonlum_geri--kasim_inaltekin,2.761332041522504,0.46629897770259604
beyati--sarki--aksak--karsidan_yar--dede_efendi,7.12558746901339,1.7620388718909081
beyati--sarki--aksak--meclise_gel--tanburi_mustafa_cavus,4.549272102943085,-0.26969654527959624
beyati--sarki--aksak--ne_semtden--kemani_riza_efendi,1.7358477217135375,1.2632323848483342
beyati--sarki--aksak--sebep_ne--markar_aga,3.400403334423395,-0.4317305004476998
beyati--sarki--aksaksemai--aglatma_beni--dede_efendi,2.26732982612223,2.6020465745409855
beyati--sarki--ciftesofyan--cikalim_sayd_u--tanburi_mustafa_cavus,-0.890532751429797,2.473415121960328
beyati--sarki--curcuna--akip_gitti--yener_topaloglu,5.590777163920267,0.8600071548620526
beyati--sarki--curcuna--gel_nazli_gulum--alaeddin_yavasca,0.8503600690333946,2.4307367284587524
beyati--sarki--curcuna--kalbim_yine--selahaddin_pinar,5.994493126669904,5.491820115575969
beyati--sarki--devrihindi--nar-i_firkat--mahmud_celaleddin_pasa,5.893104823081737,3.142321117180283
beyati--sarki--duyek--aklimdan_gecenleri--arif_sami_toker,6.119868805488602,6.520614034997377
beyati--sarki--duyek--askn_fecri--sadettin_kaynak,4.898861657168559,4.092533248939315
beyati--sarki--duyek--bende_oldum--rifat_bey,4.3054129885637265,-0.8741791803353707
beyati--sarki--duyek--dilbera_sazin--tanburi_isak,-3.0895871270121305,-1.1381603109002703
beyati--sarki--duyek--emel-i_meyl-i--sevki_bey,-4.0874934917594175,4.092058496134774
beyati--sarki--duyek--gonul_telim--erdinc_celikkol,6.469128282546772,2.351014673061696
beyati--sarki--duyek--hayli_demdir--suphi_ziya_ozbekkan,5.686425336017091,-1.3913586207754298
beyati--sarki--duyek--ruhuma_sundugun--sadettin_kaynak,7.312503630904381,2.751820860767346
beyati--sarki--duyek--seni_ne_cok--erol_sayan,5.204215461555593,2.157767310493778
beyati--sarki--duyek--zaman_icinde--semahat_ozdenses,4.838762089404708,0.23415782652589234
beyati--sarki--evfer--bulunmaz_derdime--ama_hasadur,2.466529675139096,1.223423544141483
beyati--sarki--kapali_curcuna--bilmezsin_dusundugum--rakim_elkutlu,0.8118472618978908,1.738791982476788
beyati--sarki--sarkidevrirevani--meyleyledi_gonlum--tanburi_isak,-0.39913583898164606,-1.4549788351579716
beyati--sarki--senginsemai--bir_boyle--fehmi_tokay,1.143719283602517,-2.6765657731443193
beyati--sarki--sofyan--acilan_bir--ertugrul_yalcinkaya,-0.8047250154534923,2.8802003635255913
beyati--sarki--turkaksagi--askinla_harab--serif_icli,0.19262395796348392,1.8224950860517068
beyati--sarki--yuruksemai--bir_gun--sadi_hosses,8.211562870367702,6.663963196711547
beyati--sarki--yuruksemai_ii--uzulme_bir--omer_sami_gupgup,6.485899475770973,0.931431981201588
beyati--sazsemaisi--aksaksemai----gevheri_osmanoglu,4.003827306049727,-0.8643924098141326
beyati--sazsemaisi--aksaksemai----kanuni_omer_efendi,4.065471604433608,1.049002144589155
beyati--sazsemaisi--aksaksemai----nayi_osman_dede,0.8637976244240949,3.7978792893254645
beyati--sazsemaisi--aksaksemai----tanburi_isak,5.740138132238763,2.326655389972911
beyati--sazsemaisi--aksaksemai--arap--misirli_udi_ibrahim_efendi,-1.18888240323987,-0.7016022755444815
beyati--sazsemaisi--aksaksemai--beyatiye_bir_damla--necmi_kiran,4.263100390703538,2.9300542228634257
beyati--seyir--semai--1--rauf_yekta,1.3298563163516581,-1.4121465219276619
beyati--seyir--sofyan--1--erol_bingol,0.7797262652616744,-2.9803627437074782
beyati--seyir--sofyan--1--sefik_gurmeric,3.878252790133133,-1.8045067395068064
beyati--turku--3334--kirmizi_gul--erzurum,-4.599013451723978,0.024485794576488286
beyati--turku--devrihindi--bir_cift--yozgat,-4.142479912067518,-0.6554969543964305
beyati--turku--kapali_curcuna--aksam_olur--urfa,-5.511193584846767,1.6113347366732746
beyati--turku--nimsofyan--gesi_baglarinda--kayseri,-5.051735969114799,-0.359352334885605
beyati--turku--sofyan--tren_gelir--malatya,-6.984286988425685,-0.17520365873318183
beyati--yuruksemai--senginsemai--gelse_nesim-i--iv_murad,-9.497288036787166,1.2772357961459695
beyati--yuruksemai--yuruksemai--gul_yuzlulerin--tabi_mustafa_efendi,5.665784115357057,3.380105831554599
beyati-arabanbuselik--kupe--agiraksak--gel--ahmet_avni_konuk,9.809476144371295,-11.726357105011697
beyatiaraban--ilahi--duyek--gonul_mazhardir--enderunlu_hafiz_husnu_efendi,9.861568311725437,-1.7488897154176832
beyatiaraban--kupe--duyek--ehl-i--ahmet_avni_konuk,9.338888977793447,-10.690265236890863
beyatiaraban--sarki--aksak--baga_girdim--sadi_hosses,16.44505112059958,-1.7269619219708077
beyatiaraban--sarki--aksak--bana_noldu--rahmi_bey,7.946373533027071,0.76858877222769
beyatiaraban--sarki--aksak--bana_seyran-i--rahmi_bey,5.862072616280578,2.532907970560511
beyatiaraban--sarki--aksak--lutfunu_kestin--haci_arif_bey,9.322404353562662,-2.8230323405565554
beyatiaraban--sarki--curcuna--gonlumun_hayli--haci_arif_bey,9.232248865202267,-2.488294031606919
beyatiaraban--sarki--devrihindi--gonlum_aldin--haci_arif_bey,12.244796819068862,-1.2216966882101519
beyatiaraban--sarki--duyek--gozumde_isve-numadir--ahmet_rasim_bey,18.69676509735638,-3.701150896690483
beyatiaraban--sazsemaisi--aksaksemai----rauf_yekta,7.145790817135324,-0.13021301949552871
beyatiaraban--seyir--duyek--1--sefik_gurmeric,6.235357245243908,-6.596302789746372
beyatiaraban--seyir--turkaksagi--1--erol_bingol,11.741368227166998,-10.929553210668345
beyatibuselik--kupe--agiraksak--bir--ahmet_avni_konuk,0.8571036364848486,-0.5830289660729959
buselik--agirsemai--agir_aksaksemai--soyle_ey_nalem--ahmed_irsoy,6.0775511812472125,3.181252625966937
buselik--agirsemai--aksaksemai--niyaz-i_nagme-i--comlekcizade_recep_celebi,1.1509708310625437,-0.12256002701723025
buselik--aranagme--agiraksak--1--,7.367221028455941,1.5624889344057715
buselik--aranagme--duyek--1--,-6.07303791266135,4.090703251183673
buselik--aranagme--musemmen--1--,7.4722207872231685,1.0995318148829973
buselik--aranagme--semai--1--,4.631711295075603,-3.8842504515830787
buselik--aranagme--yuruksemai_ii--1--,-2.598245131378963,-0.052127557438904286
buselik--beste--hafif--her_gordugu--itri,-0.22171739617386882,11.034388981796926
buselik--fantezi--devrituran--bir_ak_duvak--fethi_karamahmutoglu,-1.9378646437583769,2.2449445488313993
buselik--ilahi--sofyan_8--bizi_insan--cinucen_tanrikorur,-1.6716444533830026,1.0254738447991023
buselik--karce--muhammes--sunbuli_sunbuli--sestari_murat_aga,-1.1623027933236938,0.3053320188041032
buselik--kupe--agiraksak--buselikle_ol--ahmet_avni_konuk,-3.5122101118085887,1.3415210358521579
buselik--mehter--yuruksemai_ii----zurnazen_ibrahim_aga,-3.339385901606669,0.3846620076959021
buselik--murabba--zencir--gonul_o_turra--yahya_nazim_celebi,1.0798755147311974,1.1080882368624934
buselik--nakis--yuruksemai--cefasi_asika--dellalzade_haci_ismail_efendi,-0.25733703964474813,2.688537859902766
buselik--ornek_oz--duyek--1--ruhi_ayangil,-1.1168299158871162,-6.050858868943926
buselik--ornek_oz--semai--1--ruhi_ayangil,-10.261152483986494,-1.4071998020968088
buselik--ornek_oz--sofyan--1--huseyin_sadettin_arel,0.0016105056789529747,-5.122197148237072
buselik--pesrev--devrikebir----bolahenk_nuri_bey,1.276791205048055,2.945533583709908
buselik--pesrev--muhammes----nikolaki,-2.2385700602220657,5.409188963435299
buselik--sarki--agiraksak--bir_peri-ruyin--hamparsum,-1.8524435898606317,3.4736411309309654
buselik--sarki--agiraksak--dun_gece--serif_icli,-0.9693314851801321,0.9604232859061815
buselik--sarki--agiraksak--kalbimin_derdiyle--feridun_darbaz,-0.5472801484217994,1.0519562810045862
buselik--sarki--aksak--beni_ihmal--ismail_baha_surelsan,0.5844340303676083,3.829025247124286
buselik--sarki--aksak--bir_misli--sakir_aga,-3.37314889826161,4.041083749050523
buselik--sarki--aksak--bir_pur_cefa--iii_selim,-2.1361702571129895,1.5305915726662676
buselik--sarki--aksak--bos_kalbimi--suphi_ziya_ozbekkan,-5.713296585423953,3.9659308983351487
buselik--sarki--aksak--cehrendeki_tilsimda--yilmaz_karakoyunlu,4.7158360174345315,6.149615825161684
buselik--sarki--aksak--dil_sana--tanburi_isak,-0.5226235192874134,1.6346404794877345
buselik--sarki--aksak--eda_ile--dede_efendi,2.8751549575148245,4.6873726778053895
buselik--sarki--aksak--inanmaz_vad_i--latif_aga,0.8071361167175,0.9385752368632273
buselik--sarki--aksak--omrumun_guzel--emin_ongan,2.904998053949498,3.500224340260001
